Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,8,N. Foles QB - PHI ,18.90,D. Brown RB - IND ,23.00,T. Richardson RB - IND ,5.80,D. Bowe WR - KC ,4.60,A. Johnson WR - HOU ,6.30,A. Gates TE - LAC ,4.20,E. Decker WR - DEN ,25.10,M. Prater K - DEN ,13.00,Cowboys DEF ,2.00,M. Ryan QB - ATL ,17.92,M. Jones-Drew RB - JAX ,6.90,T. Hilton WR - IND ,5.20,C. Keenum QB - HOU ,0.00,R. Randle WR - NYG ,4.00,Raiders DEF ,7.00,102.90,Daniel,76.58
david,5,P. Manning QB - DEN ,34.00,M. Forte RB - CHI ,5.40,R. Rice RB - BAL ,6.30,J. Jones WR - GB ,8.40,A. Brown WR - PIT ,10.50,J. Cameron TE - CLE ,0.00,L. Fitzgerald WR - ARI ,1.80,S. Gostkowski K - NE ,11.00,Seahawks DEF ,11.00,J. Flacco QB - BAL ,12.40,R. Mendenhall RB - ARI ,8.30,R. Gronkowski TE - NE ,0.00,M. Colston WR - NO ,6.30,B. Celek TE - PHI ,9.80,Texans DEF ,-3.00,88.40,Alessandro,89.04
Daniel,7,T. Brady QB - NE ,10.88,A. Peterson RB - MIN ,4.70,L. Bell RB - PIT ,16.90,E. Royal WR - LAC ,5.40,W. Welker WR - DEN ,0.00,M. Bennett TE - CHI ,8.50,A. Boldin WR - SF ,13.20,M. Bryant K - ATL ,6.00,Broncos DEF ,11.00,E. Sanders WR - PIT ,6.70,T. Gonzalez TE - ATL ,12.30,D. Sproles RB - NO ,2.00,F. Jackson RB - BUF ,17.80,R. Griffin QB - WAS ,0.00,Patriots DEF ,28.00,76.58,Peter,102.90
alex,4,R. Tannehill QB - MIA ,3.28,A. Morris RB - WAS ,14.80,G. Bernard RB - CIN ,6.70,C. Johnson WR - DET ,4.30,V. Jackson WR - TB ,9.80,J. Thomas TE - DEN ,13.80,R. Bush RB - DET ,2.40,M. Crosby K - GB ,7.00,Bengals DEF ,19.00,H. Douglas WR - ATL ,4.60,M. Flynn QB - GB ,10.08,J. Nelson WR - GB ,4.60,J. Edelman WR - NE ,7.70,A. Rodgers QB - GB ,0.00,Bills DEF ,21.00,81.08,johnny,106.88
Alessandro,6,P. Rivers QB - LAC ,7.74,J. Charles RB - KC ,20.40,K. Moreno RB - DEN ,10.20,D. Bryant WR - DAL ,13.30,J. Gordon WR - CLE ,11.90,J. Witten TE - DAL ,1.30,R. Jennings RB - LV ,7.20,D. Bailey K - DAL ,6.00,49ers DEF ,11.00,D. McFadden RB - LV ,7.60,D. Amendola WR - NE ,4.50,R. Cooper WR - PHI ,11.30,J. Cotchery WR - PIT ,0.90,A. Luck QB - IND ,14.14,T. Williams WR - DAL ,8.40,89.04,david,88.40
johnny,2,C. Kaepernick QB - SF ,22.98,C. Johnson RB - TEN ,9.30,E. Lacy RB - GB ,21.00,T. Smith WR - BAL ,6.90,M. Wallace WR - MIA ,3.80,J. Graham TE - NO ,13.30,M. Lynch RB - SEA ,7.60,R. Bullock K - HOU ,7.00,Rams DEF ,15.00,P. Harvin WR - SEA ,0.00,H. Nicks WR - NYG ,5.20,C. Shorts WR - JAX ,0.00,T. Pryor QB - LV ,0.00,T. Austin WR - STL ,0.00,Cardinals DEF ,12.00,106.88,alex,81.08
christian,10,D. Brees QB - NO ,12.14,B. Green-Ellis RB - CIN ,9.40,P. Thomas RB - NO ,1.50,R. White WR - ATL ,20.10,A. Jeffery WR - CHI ,7.60,V. Davis TE - SF ,0.00,M. Jones WR - CIN ,9.10,S. Hauschka K - SEA ,4.00,Ravens DEF ,1.00,A. Foster RB - HOU ,0.00,D. Moore WR - LV ,1.70,A. Smith QB - KC ,4.82,M. Tolbert RB - CAR ,0.60,C. Fleener TE - IND ,0.80,Packers DEF ,4.00,64.84,-,-
michael,1,R. Wilson QB - SEA ,9.52,R. Mathews RB - LAC ,17.90,F. Gore RB - SF ,16.30,B. Marshall WR - CHI ,9.60,K. Stills WR - NO ,2.60,Z. Miller TE - SEA ,7.10,L. McCoy RB - PHI ,28.20,G. Gano K - CAR ,5.00,Dolphins DEF ,4.00,J. Bell RB - DET ,21.40,C. Clay TE - MIA ,3.20,B. Powell RB - NYJ ,8.00,E. Manning QB - NYG ,12.04,V. Cruz WR - NYG ,0.00,Panthers DEF ,14.00,100.22,Kevin,70.48
Kevin,3,M. Stafford QB - DET ,6.78,S. Vereen RB - NE ,7.00,Z. Stacy RB - STL ,14.90,D. Jackson WR - PHI ,4.10,A. Green WR - CIN ,21.70,D. Pitta TE - BAL ,3.40,K. Allen WR - LAC ,6.60,R. Gould K - CHI ,5.00,Chiefs DEF ,1.00,C. Spiller RB - BUF ,10.30,A. Brown RB - NYG ,3.40,L. Miller RB - MIA ,0.80,B. Rainey RB - TB ,8.10,J. Reed TE - WAS ,0.00,B. Cunningham RB - STL ,-0.20,70.48,michael,100.22
Raed,9,C. Newton QB - CAR ,9.84,D. Woodhead RB - LAC ,6.80,D. Murray RB - DAL ,23.10,D. Thomas WR - DEN ,18.30,M. Floyd WR - ARI ,9.10,G. Olsen TE - CAR ,3.50,P. Garcon WR - WAS ,20.40,J. Tucker K - BAL ,1.00,Colts DEF ,17.00,B. Tate RB - HOU ,0.00,G. Tate WR - SEA ,3.40,R. Cobb WR - GB ,0.00,D. Williams RB - CAR ,12.70,T. Romo QB - DAL ,14.94,K. Wright WR - TEN ,2.20,109.04,-,-
