Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,9,M. Ryan QB - ATL ,9.34,M. Jones-Drew RB - JAX ,12.20,C. Ivory RB - NYJ ,1.10,E. Decker WR - DEN ,4.20,R. Randle WR - NYG ,0.00,J. Cumberland TE - NYJ ,0.90,J. Edelman WR - NE ,0.70,A. Henery K - PHI ,1.00,Cowboys DEF ,8.00,J. Cutler QB - CHI ,0.00,A. Gates TE - LAC ,0.00,A. Johnson WR - HOU ,0.00,S. Jackson RB - ATL ,1.30,T. Hilton WR - IND ,0.00,T. Richardson RB - IND ,0.00,37.44,Kevin,86.82
david,5,P. Manning QB - DEN ,21.86,J. Dwyer RB - PIT ,0.90,J. Rodgers RB - ATL ,1.90,L. Fitzgerald WR - ARI ,10.80,A. Brown WR - PIT ,8.40,R. Gronkowski TE - NE ,2.70,M. Colston WR - NO ,1.80,S. Gostkowski K - NE ,9.00,Seahawks DEF ,11.00,M. Forte RB - CHI ,0.00,R. Mendenhall RB - ARI ,0.00,R. Rice RB - BAL ,0.00,J. Cameron TE - CLE ,8.10,M. Schaub QB - HOU ,0.00,J. Jones WR - GB ,0.00,68.36,christian,109.78
Daniel,6,T. Brady QB - NE ,7.14,F. Jackson RB - BUF ,11.30,A. Peterson RB - MIN ,14.30,A. Boldin WR - SF ,5.60,W. Welker WR - DEN ,14.10,T. Gonzalez TE - ATL ,2.60,L. Bell RB - PIT ,11.10,M. Bryant K - ATL ,7.00,Broncos DEF ,20.00,M. Bennett TE - CHI ,0.00,E. Royal WR - LAC ,0.00,G. Jennings WR - MIN ,0.90,D. Sproles RB - NO ,0.00,R. Griffin QB - WAS ,3.98,Patriots DEF ,13.00,93.14,johnny,94.66
alex,4,A. Rodgers QB - GB ,22.50,R. Bush RB - DET ,16.20,A. Morris RB - WAS ,15.30,J. Nelson WR - GB ,24.30,C. Johnson WR - DET ,38.90,J. Thomas TE - DEN ,2.90,V. Jackson WR - TB ,7.90,M. Crosby K - GB ,14.00,Bengals DEF ,24.00,H. Douglas WR - ATL ,12.10,A. Dalton QB - CIN ,31.00,S. Ridley RB - NE ,13.90,D. Bowe WR - KC ,0.70,G. Bernard RB - CIN ,2.70,Titans DEF ,0.00,166.00,Alessandro,123.20
Alessandro,7,B. Roethlisberger QB - PIT ,11.10,J. Charles RB - KC ,12.00,K. Moreno RB - DEN ,19.20,D. Bryant WR - DAL ,19.30,J. Gordon WR - CLE ,19.20,J. Witten TE - DAL ,1.50,T. Williams WR - DAL ,12.90,D. Bailey K - DAL ,16.00,49ers DEF ,12.00,D. McFadden RB - LV ,19.80,D. Amendola WR - NE ,1.50,B. Hartline WR - MIA ,3.70,R. Helu RB - WAS ,2.50,P. Rivers QB - LAC ,0.00,A. Luck QB - IND ,0.00,123.20,alex,166.00
johnny,2,C. Kaepernick QB - SF ,27.96,M. Lynch RB - SEA ,2.70,E. Lacy RB - GB ,17.20,H. Nicks WR - NYG ,5.10,C. Shorts WR - JAX ,7.40,J. Gresham TE - CIN ,7.40,M. Wallace WR - MIA ,4.90,P. Dawson K - SF ,6.00,Cardinals DEF ,16.00,C. Johnson RB - TEN ,0.00,P. Harvin WR - SEA ,0.00,J. Graham TE - NO ,15.70,T. Smith WR - BAL ,0.00,T. Pryor QB - LV ,16.12,T. Austin WR - STL ,0.90,94.66,Daniel,93.14
christian,10,D. Brees QB - NO ,33.18,B. Green-Ellis RB - CIN ,3.30,P. Thomas RB - NO ,9.40,A. Pettis WR - STL ,3.30,D. Moore WR - LV ,3.20,V. Davis TE - SF ,11.20,M. Jones WR - CIN ,36.20,S. Hauschka K - SEA ,2.00,Packers DEF ,8.00,A. Foster RB - HOU ,0.00,A. Smith QB - KC ,21.00,R. White WR - ATL ,0.00,A. Jeffery WR - CHI ,0.00,D. Hopkins WR - HOU ,0.00,Ravens DEF ,0.00,109.78,david,68.36
michael,1,R. Wilson QB - SEA ,15.16,L. McCoy RB - PHI ,6.50,F. Gore RB - SF ,17.70,V. Cruz WR - NYG ,8.60,M. Williams WR - TB ,2.00,Z. Miller TE - SEA ,1.40,J. Bell RB - DET ,11.40,M. Prater K - DEN ,9.00,Panthers DEF ,9.00,R. Mathews RB - LAC ,0.00,K. Rudolph TE - MIN ,5.10,B. Marshall WR - CHI ,0.00,E. Manning QB - NYG ,9.74,B. Pierce RB - BAL ,0.00,Bears DEF ,0.00,80.76,Raed,63.04
Kevin,3,M. Stafford QB - DET ,28.72,M. James RB - TB ,6.40,Z. Stacy RB - STL ,12.90,D. Jackson WR - PHI ,6.30,A. Green WR - CIN ,11.50,J. Reed TE - WAS ,9.00,J. Blackmon WR - JAX ,3.00,G. Hartley K ,5.00,Chiefs DEF ,4.00,J. Finley TE - GB ,0.00,C. Spiller RB - BUF ,0.00,D. Williams RB - CAR ,11.10,M. Vick QB - PHI ,-0.70,S. Smith WR - CAR ,4.20,K. Allen WR - LAC ,0.00,86.82,Peter,37.44
Raed,8,C. Newton QB - CAR ,27.84,D. Murray RB - DAL ,0.00,D. Martin RB - TB ,0.00,D. Thomas WR - DEN ,13.50,M. Floyd WR - ARI ,9.00,G. Olsen TE - CAR ,8.10,P. Garcon WR - WAS ,4.60,J. Tucker K - BAL ,0.00,Texans DEF ,0.00,D. Woodhead RB - LAC ,0.00,B. Tate RB - HOU ,0.00,R. Cobb WR - GB ,0.00,T. Romo QB - DAL ,20.84,K. Winslow TE - NYJ ,0.00,K. Thompkins WR - NE ,0.00,63.04,michael,80.76
