Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,7,M. Ryan QB - ATL ,21.72,B. Jacobs RB - NYG ,0.00,T. Richardson RB - IND ,1.70,E. Decker WR - DEN ,21.00,A. Johnson WR - HOU ,8.90,A. Gates TE - LAC ,3.10,T. Hilton WR - IND ,2.70,N. Novak K - LAC ,6.00,Chargers DEF ,15.00,J. Edelman WR - NE ,4.40,J. Cutler QB - CHI ,-0.88,M. Jones-Drew RB - JAX ,5.60,S. Jackson RB - ATL ,0.00,V. Brown WR - LAC ,2.60,Cowboys DEF ,16.00,80.12,michael,104.30
david,2,P. Manning QB - DEN ,25.34,M. Forte RB - CHI ,28.90,R. Rice RB - BAL ,7.20,L. Fitzgerald WR - ARI ,1.70,A. Brown WR - PIT ,5.30,R. Gronkowski TE - NE ,11.40,R. Mendenhall RB - ARI ,8.20,S. Gostkowski K - NE ,9.00,Seahawks DEF ,11.00,B. Pettigrew TE - DET ,6.70,J. Dwyer RB - PIT ,0.40,J. Cameron TE - CLE ,11.50,M. Colston WR - NO ,0.00,M. Schaub QB - HOU ,0.00,J. Jones WR - GB ,0.00,108.04,Alessandro,89.00
Daniel,6,T. Brady QB - NE ,7.12,F. Jackson RB - BUF ,14.50,A. Peterson RB - MIN ,5.60,A. Boldin WR - SF ,7.40,W. Welker WR - DEN ,9.60,T. Gonzalez TE - ATL ,3.00,G. Jennings WR - MIN ,4.10,M. Bryant K - ATL ,7.00,Patriots DEF ,12.00,M. Bennett TE - CHI ,6.70,E. Royal WR - LAC ,12.90,D. Sproles RB - NO ,0.00,R. Griffin QB - WAS ,26.32,L. Bell RB - PIT ,9.90,Broncos DEF ,0.00,70.32,alex,105.20
alex,5,A. Rodgers QB - GB ,23.60,R. Bush RB - DET ,9.40,A. Morris RB - WAS ,9.50,J. Nelson WR - GB ,10.20,C. Johnson WR - DET ,27.50,J. Thomas TE - DEN ,10.10,G. Bernard RB - CIN ,5.90,M. Crosby K - GB ,7.00,Titans DEF ,2.00,H. Douglas WR - ATL ,20.90,J. Freeman QB - MIN ,5.60,S. Ridley RB - NE ,11.30,D. Bowe WR - KC ,6.60,V. Jackson WR - TB ,25.80,-,-,105.20,Daniel,70.32
Alessandro,8,P. Rivers QB - LAC ,15.80,J. Charles RB - KC ,16.30,K. Moreno RB - DEN ,10.90,D. Bryant WR - DAL ,11.00,J. Gordon WR - CLE ,2.10,J. Witten TE - DAL ,4.80,T. Williams WR - DAL ,13.10,B. Walsh K - MIN ,1.00,49ers DEF ,14.00,D. McFadden RB - LV ,0.00,S. Johnson WR - BUF ,6.10,D. Amendola WR - NE ,0.00,B. Hartline WR - MIA ,6.90,A. Luck QB - IND ,30.02,L. Miller RB - MIA ,4.70,89.00,david,108.04
johnny,3,C. Kaepernick QB - SF ,20.76,C. Johnson RB - TEN ,17.00,M. Lynch RB - SEA ,15.40,H. Nicks WR - NYG ,2.80,T. Smith WR - BAL ,6.10,J. Gresham TE - CIN ,6.40,M. Wallace WR - MIA ,8.80,P. Dawson K - SF ,7.00,Cardinals DEF ,6.00,P. Harvin WR - SEA ,0.00,J. Graham TE - NO ,0.00,C. Shorts WR - JAX ,8.00,T. Pryor QB - LV ,0.00,T. Austin WR - STL ,1.90,E. Lacy RB - GB ,16.80,90.26,Raed,81.26
christian,10,A. Smith QB - KC ,16.00,A. Foster RB - HOU ,1.10,J. Snelling RB - ATL ,1.40,R. Wayne WR - IND ,5.00,A. Jeffery WR - CHI ,12.10,V. Davis TE - SF ,6.20,R. White WR - ATL ,0.00,S. Hauschka K - SEA ,12.00,Ravens DEF ,6.00,B. Green-Ellis RB - CIN ,2.40,C. Clay TE - MIA ,6.70,D. Moore WR - LV ,0.00,D. Brees QB - NO ,0.00,P. Thomas RB - NO ,0.00,Packers DEF ,9.00,59.80,Kevin,86.48
michael,1,R. Wilson QB - SEA ,20.30,L. McCoy RB - PHI ,8.10,F. Gore RB - SF ,22.40,B. Marshall WR - CHI ,7.50,V. Cruz WR - NYG ,5.00,Z. Miller TE - SEA ,10.00,R. Mathews RB - LAC ,17.00,M. Prater K - DEN ,9.00,Bears DEF ,5.00,J. Bell RB - DET ,5.60,K. Rudolph TE - MIN ,2.70,E. Manning QB - NYG ,12.50,M. Williams WR - TB ,3.20,B. Pierce RB - BAL ,2.20,Panthers DEF ,20.00,104.30,Peter,80.12
Kevin,4,M. Stafford QB - DET ,26.28,C. Spiller RB - BUF ,0.70,D. Williams RB - CAR ,5.90,D. Jackson WR - PHI ,2.10,A. Green WR - CIN ,21.50,J. Finley TE - GB ,13.20,J. Blackmon WR - JAX ,5.80,C. Sturgis K - MIA ,3.00,Chiefs DEF ,8.00,B. Powell RB - NYJ ,0.60,M. Vick QB - PHI ,0.00,S. Smith WR - CAR ,12.90,K. Allen WR - LAC ,6.70,Z. Stacy RB - STL ,14.70,G. Hartley K ,0.00,86.48,christian,59.80
Raed,9,C. Newton QB - CAR ,14.76,D. Woodhead RB - LAC ,13.60,D. Martin RB - TB ,5.40,D. Thomas WR - DEN ,14.20,M. Floyd WR - ARI ,5.80,G. Olsen TE - CAR ,4.70,P. Garcon WR - WAS ,5.80,J. Tucker K - BAL ,10.00,Texans DEF ,7.00,B. Tate RB - HOU ,5.50,D. Murray RB - DAL ,0.00,R. Cobb WR - GB ,0.00,T. Romo QB - DAL ,12.88,K. Winslow TE - NYJ ,0.00,K. Thompkins WR - NE ,1.60,81.26,johnny,90.26
