Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,9,M. Ryan QB - ATL ,18.76,R. Jennings RB - LV ,4.10,T. Richardson RB - IND ,5.60,J. Jones WR - ATL ,9.90,A. Johnson WR - HOU ,3.90,A. Gates TE - LAC ,7.40,E. Decker WR - DEN ,12.70,D. Akers K - DET ,5.00,Saints DEF ,6.00,J. Edelman WR - NE ,4.20,A. Dalton QB - CIN ,8.98,O. Daniels TE - HOU ,6.00,M. Jones-Drew RB - JAX ,8.60,T. Hilton WR - IND ,26.00,Cowboys DEF ,0.00,73.36,johnny,102.62
david,1,P. Manning QB - DEN ,37.76,M. Forte RB - CHI ,11.50,R. Rice RB - BAL ,20.20,M. Colston WR - NO ,1.50,L. Fitzgerald WR - ARI ,4.30,J. Cameron TE - CLE ,3.60,R. Mendenhall RB - ARI ,11.00,S. Gostkowski K - NE ,6.00,Seahawks DEF ,7.00,B. Pettigrew TE - DET ,5.90,J. Dwyer RB - PIT ,0.00,R. Gronkowski TE - NE ,0.00,M. Schaub QB - HOU ,0.92,J. Jones WR - GB ,18.70,A. Brown WR - PIT ,0.00,102.86,Raed,71.02
Daniel,4,T. Brady QB - NE ,5.88,J. Rodgers RB - ATL ,17.80,F. Jackson RB - BUF ,21.30,E. Royal WR - LAC ,0.60,W. Welker WR - DEN ,10.90,T. Gonzalez TE - ATL ,9.70,A. Boldin WR - SF ,2.10,M. Bryant K - ATL ,4.00,Patriots DEF ,12.00,M. Bennett TE - CHI ,5.60,V. Jackson WR - TB ,0.00,D. Sproles RB - NO ,4.10,A. Peterson RB - MIN ,0.00,R. Griffin QB - WAS ,0.00,D. Bailey K - DAL ,10.00,84.28,Kevin,96.10
alex,7,A. Rodgers QB - GB ,15.76,R. Bush RB - DET ,6.90,G. Bernard RB - CIN ,4.90,D. Bowe WR - KC ,3.50,N. Washington WR - TEN ,3.00,J. Thomas TE - DEN ,24.20,J. Nelson WR - GB ,8.20,C. Sturgis K - MIA ,11.00,Broncos DEF ,4.00,J. Flacco QB - BAL ,10.06,C. Johnson WR - DET ,0.00,G. Jennings WR - MIN ,0.00,A. Morris RB - WAS ,0.00,L. Bell RB - PIT ,0.00,Bengals DEF ,15.00,81.46,michael,96.80
Alessandro,5,P. Rivers QB - LAC ,20.44,J. Charles RB - KC ,18.50,K. Moreno RB - DEN ,21.00,D. Amendola WR - NE ,5.50,D. Bryant WR - DAL ,24.10,J. Witten TE - DAL ,18.10,J. Gordon WR - CLE ,14.60,D. Carpenter K - BUF ,8.00,49ers DEF ,22.00,S. Johnson WR - BUF ,1.90,B. Hartline WR - MIA ,6.00,S. Ridley RB - NE ,0.00,A. Luck QB - IND ,18.06,L. Miller RB - MIA ,1.50,B. Walsh K - MIN ,0.00,152.24,christian,93.42
johnny,3,C. Kaepernick QB - SF ,9.92,C. Johnson RB - TEN ,14.00,M. Lynch RB - SEA ,10.70,H. Nicks WR - NYG ,14.20,T. Smith WR - BAL ,12.10,J. Graham TE - NO ,13.50,T. Austin WR - STL ,3.20,P. Dawson K - SF ,10.00,Rams DEF ,15.00,J. Gresham TE - CIN ,2.40,C. Shorts WR - JAX ,13.40,B. Roethlisberger QB - PIT ,0.00,M. Wallace WR - MIA ,10.50,E. Lacy RB - GB ,9.70,Cardinals DEF ,24.00,102.62,Peter,73.36
christian,10,D. Brees QB - NO ,19.32,B. Green-Ellis RB - CIN ,12.70,A. Foster RB - HOU ,11.80,R. Wayne WR - IND ,8.50,R. White WR - ATL ,4.50,V. Davis TE - SF ,14.80,S. Rice WR - SEA ,0.80,S. Hauschka K - SEA ,14.00,Ravens DEF ,7.00,M. Ingram RB - NO ,0.00,J. Snelling RB - ATL ,8.30,L. Moore WR - NO ,0.00,A. Smith QB - KC ,8.80,A. Jeffery WR - CHI ,29.80,Packers DEF ,9.00,93.42,Alessandro,152.24
michael,2,R. Wilson QB - SEA ,22.60,L. McCoy RB - PHI ,15.20,F. Gore RB - SF ,14.10,B. Marshall WR - CHI ,9.00,V. Cruz WR - NYG ,4.80,Z. Miller TE - SEA ,0.00,J. Bell RB - DET ,5.10,M. Prater K - DEN ,17.00,Panthers DEF ,9.00,J. Freeman QB - MIN ,0.00,R. Mathews RB - LAC ,0.80,K. Rudolph TE - MIN ,0.00,M. Williams WR - TB ,0.00,B. Pierce RB - BAL ,4.60,Bears DEF ,1.00,96.80,alex,81.46
Kevin,8,M. Vick QB - PHI ,12.10,B. Powell RB - NYJ ,4.70,D. Williams RB - CAR ,6.90,D. Jackson WR - PHI ,19.20,A. Green WR - CIN ,6.10,C. Fleener TE - IND ,1.50,J. Blackmon WR - JAX ,19.60,G. Zuerlein K - STL ,10.00,Chiefs DEF ,16.00,D. McFadden RB - LV ,0.00,J. Finley TE - GB ,3.20,M. Stafford QB - DET ,14.38,C. Spiller RB - BUF ,12.60,S. Smith WR - CAR ,6.00,H. Miller TE - PIT ,0.00,96.10,Daniel,84.28
Raed,6,C. Newton QB - CAR ,6.82,D. Woodhead RB - LAC ,11.50,D. Murray RB - DAL ,10.80,D. Thomas WR - DEN ,5.70,R. Cobb WR - GB ,10.70,G. Olsen TE - CAR ,7.90,K. Thompkins WR - NE ,1.60,J. Tucker K - BAL ,16.00,Texans DEF ,0.00,P. Garcon WR - WAS ,0.00,B. Tate RB - HOU ,2.00,T. Romo QB - DAL ,42.94,K. Winslow TE - NYJ ,6.10,M. Floyd WR - ARI ,6.10,D. Martin RB - TB ,0.00,71.02,david,102.86
