Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,7,J. Cutler QB - CHI ,20.48,M. Jones-Drew RB - JAX ,13.40,T. Richardson RB - IND ,5.30,E. Decker WR - DEN ,5.00,A. Johnson WR - HOU ,8.80,A. Gates TE - LAC ,2.80,T. Hilton WR - IND ,4.30,R. Gould K - CHI ,11.00,Vikings DEF ,-3.00,M. Ryan QB - ATL ,0.00,R. Jennings RB - LV ,2.10,J. Edelman WR - NE ,5.70,S. Jackson RB - ATL ,0.00,V. Brown WR - LAC ,3.10,Cowboys DEF ,14.00,68.08,christian,118.14
david,3,P. Manning QB - DEN ,13.10,M. Forte RB - CHI ,11.10,R. Rice RB - BAL ,4.90,M. Colston WR - NO ,1.10,L. Fitzgerald WR - ARI ,16.10,J. Cameron TE - CLE ,6.40,R. Mendenhall RB - ARI ,4.20,S. Gostkowski K - NE ,14.00,Seahawks DEF ,11.00,B. Pettigrew TE - DET ,3.60,J. Dwyer RB - PIT ,1.00,R. Gronkowski TE - NE ,0.00,M. Schaub QB - HOU ,7.44,J. Jones WR - GB ,1.00,A. Brown WR - PIT ,9.20,81.90,Daniel,89.26
Daniel,2,T. Brady QB - NE ,14.36,F. Jackson RB - BUF ,4.80,A. Peterson RB - MIN ,8.30,W. Welker WR - DEN ,12.30,V. Jackson WR - TB ,23.40,M. Bennett TE - CHI ,6.80,D. Sproles RB - NO ,7.30,D. Bailey K - DAL ,7.00,Patriots DEF ,5.00,E. Royal WR - LAC ,0.40,J. Rodgers RB - ATL ,0.00,T. Gonzalez TE - ATL ,0.00,A. Boldin WR - SF ,2.80,R. Griffin QB - WAS ,13.54,M. Bryant K - ATL ,0.00,89.26,david,81.90
alex,6,A. Rodgers QB - GB ,16.70,R. Bush RB - DET ,19.50,A. Morris RB - WAS ,14.10,J. Nelson WR - GB ,17.30,C. Johnson WR - DET ,2.50,J. Thomas TE - DEN ,8.20,G. Bernard RB - CIN ,16.00,M. Crosby K - GB ,15.00,Broncos DEF ,10.00,H. Douglas WR - ATL ,0.00,J. Flacco QB - BAL ,20.28,D. Bowe WR - KC ,4.60,G. Jennings WR - MIN ,3.40,L. Bell RB - PIT ,5.60,Bengals DEF ,7.00,119.30,Raed,54.80
Alessandro,8,A. Luck QB - IND ,7.98,J. Charles RB - KC ,24.80,K. Moreno RB - DEN ,28.40,D. Bryant WR - DAL ,3.60,J. Gordon WR - CLE ,12.60,J. Witten TE - DAL ,2.70,D. McFadden RB - LV ,8.30,B. Walsh K - MIN ,4.00,49ers DEF ,12.00,S. Johnson WR - BUF ,0.00,D. Amendola WR - NE ,0.10,B. Hartline WR - MIA ,0.00,P. Rivers QB - LAC ,13.38,L. Miller RB - MIA ,0.00,T. Williams WR - DAL ,8.70,104.38,Kevin,136.42
johnny,4,C. Kaepernick QB - SF ,15.88,C. Johnson RB - TEN ,5.40,M. Lynch RB - SEA ,27.50,H. Nicks WR - NYG ,7.00,T. Smith WR - BAL ,1.20,J. Graham TE - NO ,0.00,C. Shorts WR - JAX ,0.00,P. Dawson K - SF ,12.00,Cardinals DEF ,5.00,P. Harvin WR - SEA ,0.00,J. Gresham TE - CIN ,0.50,M. Wallace WR - MIA ,0.00,T. Pryor QB - LV ,12.24,T. Austin WR - STL ,0.30,E. Lacy RB - GB ,12.50,73.98,michael,90.38
christian,10,D. Brees QB - NO ,16.54,B. Green-Ellis RB - CIN ,8.60,A. Foster RB - HOU ,19.80,R. Wayne WR - IND ,8.80,A. Jeffery WR - CHI ,4.20,V. Davis TE - SF ,30.00,D. Moore WR - LV ,14.20,S. Hauschka K - SEA ,8.00,Packers DEF ,8.00,C. Clay TE - MIA ,0.00,J. Snelling RB - ATL ,0.00,A. Smith QB - KC ,8.02,R. White WR - ATL ,0.00,P. Thomas RB - NO ,6.00,Ravens DEF ,8.00,118.14,Peter,68.08
michael,1,R. Wilson QB - SEA ,16.38,L. McCoy RB - PHI ,15.10,F. Gore RB - SF ,10.10,B. Marshall WR - CHI ,20.70,V. Cruz WR - NYG ,6.80,Z. Miller TE - SEA ,0.00,J. Bell RB - DET ,3.30,M. Prater K - DEN ,5.00,Bears DEF ,13.00,R. Mathews RB - LAC ,10.20,K. Rudolph TE - MIN ,15.70,E. Manning QB - NYG ,7.56,M. Williams WR - TB ,0.00,B. Pierce RB - BAL ,3.10,Panthers DEF ,11.00,90.38,johnny,73.98
Kevin,5,M. Stafford QB - DET ,24.52,B. Powell RB - NYJ ,5.00,D. Williams RB - CAR ,11.70,D. Jackson WR - PHI ,18.40,A. Green WR - CIN ,16.30,J. Finley TE - GB ,7.50,J. Blackmon WR - JAX ,19.00,G. Hartley K ,9.00,Chiefs DEF ,25.00,C. Spiller RB - BUF ,6.60,M. Vick QB - PHI ,0.00,S. Smith WR - CAR ,8.10,H. Miller TE - PIT ,8.40,K. Allen WR - LAC ,16.70,Z. Stacy RB - STL ,9.00,136.42,Alessandro,104.38
Raed,9,T. Romo QB - DAL ,8.80,D. Murray RB - DAL ,11.00,D. Martin RB - TB ,9.10,D. Thomas WR - DEN ,7.80,R. Cobb WR - GB ,5.30,G. Olsen TE - CAR ,1.90,P. Garcon WR - WAS ,6.90,J. Tucker K - BAL ,5.00,Texans DEF ,-1.00,D. Woodhead RB - LAC ,8.30,B. Tate RB - HOU ,8.80,C. Newton QB - CAR ,30.68,K. Winslow TE - NYJ ,0.00,M. Floyd WR - ARI ,10.40,K. Thompkins WR - NE ,10.50,54.80,alex,119.30
