Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,9,M. Ryan QB - ATL ,15.24,J. Starks RB - GB ,5.50,T. Richardson RB - IND ,9.50,J. Jones WR - ATL ,12.20,A. Johnson WR - HOU ,3.60,O. Daniels TE - HOU ,2.90,J. Edelman WR - NE ,4.40,J. Brown K - NYG ,0.00,Broncos DEF ,3.00,E. Decker WR - DEN ,19.30,A. Dalton QB - CIN ,13.70,M. Jones-Drew RB - JAX ,12.20,A. Gates TE - LAC ,11.50,T. Hilton WR - IND ,1.30,Cowboys DEF ,12.00,56.34,alex,108.26
david,3,P. Manning QB - DEN ,24.76,M. Forte RB - CHI ,17.10,R. Rice RB - BAL ,0.00,M. Colston WR - NO ,7.10,L. Fitzgerald WR - ARI ,6.40,B. Pettigrew TE - DET ,0.00,J. Jones WR - GB ,9.40,S. Gostkowski K - NE ,13.00,Seahawks DEF ,10.00,R. Mendenhall RB - ARI ,4.10,J. Dwyer RB - PIT ,4.80,R. Gronkowski TE - NE ,0.00,J. Cameron TE - CLE ,24.60,M. Schaub QB - HOU ,5.76,A. Brown WR - PIT ,31.60,87.76,johnny,60.90
Daniel,4,T. Brady QB - NE ,15.50,D. Sproles RB - NO ,5.60,A. Peterson RB - MIN ,15.50,W. Welker WR - DEN ,14.40,V. Jackson WR - TB ,3.40,M. Bennett TE - CHI ,1.00,A. Boldin WR - SF ,6.70,M. Bryant K - ATL ,13.00,Patriots DEF ,12.00,E. Royal WR - LAC ,3.40,J. Rodgers RB - ATL ,9.30,T. Gonzalez TE - ATL ,2.40,F. Jackson RB - BUF ,10.90,R. Griffin QB - WAS ,12.74,D. Bailey K - DAL ,7.00,87.10,Alessandro,75.06
alex,2,A. Rodgers QB - GB ,12.16,A. Morris RB - WAS ,13.30,G. Bernard RB - CIN ,15.90,D. Bowe WR - KC ,0.40,C. Johnson WR - DET ,17.50,J. Thomas TE - DEN ,9.70,J. Nelson WR - GB ,9.30,M. Crosby K - GB ,12.00,Bengals DEF ,18.00,J. Flacco QB - BAL ,6.84,J. Cook TE - STL ,4.40,R. Bush RB - DET ,0.00,D. Wilson RB - NYG ,3.90,M. Brown WR - BAL ,0.60,L. Bell RB - PIT ,0.00,108.26,Peter,56.34
Alessandro,6,E. Manning QB - NYG ,4.16,J. Charles RB - KC ,23.20,K. Moreno RB - DEN ,4.50,S. Johnson WR - BUF ,10.60,B. Hartline WR - MIA ,11.60,J. Witten TE - DAL ,6.70,S. Ridley RB - NE ,4.30,B. Walsh K - MIN ,9.00,49ers DEF ,1.00,D. Amendola WR - NE ,0.00,K. Britt WR - TEN ,0.00,B. Myers TE - NYG ,3.30,D. Bryant WR - DAL ,9.80,A. Luck QB - IND ,14.76,L. Miller RB - MIA ,6.40,75.06,Daniel,87.10
johnny,5,C. Kaepernick QB - SF ,4.00,C. Johnson RB - TEN ,9.10,M. Lynch RB - SEA ,6.90,H. Nicks WR - NYG ,0.00,T. Smith WR - BAL ,9.20,J. Graham TE - NO ,25.40,T. Austin WR - STL ,3.30,P. Dawson K - SF ,1.00,Rams DEF ,2.00,J. Gresham TE - CIN ,0.70,C. Shorts WR - JAX ,14.30,B. Roethlisberger QB - PIT ,18.94,M. Wallace WR - MIA ,2.20,E. Lacy RB - GB ,0.00,Cardinals DEF ,5.00,60.90,david,87.76
christian,10,D. Brees QB - NO ,31.78,B. Green-Ellis RB - CIN ,6.90,A. Foster RB - HOU ,5.20,R. Wayne WR - IND ,6.30,R. White WR - ATL ,1.60,V. Davis TE - SF ,0.00,M. Austin WR - DAL ,2.20,S. Hauschka K - SEA ,9.00,Ravens DEF ,21.00,M. Ingram RB - NO ,0.00,S. Rice WR - SEA ,19.90,L. Moore WR - NO ,0.60,A. Smith QB - KC ,14.12,C. Ivory RB - NYJ ,0.50,Packers DEF ,17.00,83.98,Raed,109.02
michael,1,R. Wilson QB - SEA ,21.48,L. McCoy RB - PHI ,21.80,F. Gore RB - SF ,10.30,B. Marshall WR - CHI ,5.20,V. Cruz WR - NYG ,2.50,Z. Miller TE - SEA ,12.50,R. Mathews RB - LAC ,5.80,M. Prater K - DEN ,15.00,Bears DEF ,25.00,J. Freeman QB - MIN ,7.84,J. Bell RB - DET ,19.20,K. Rudolph TE - MIN ,2.80,M. Williams WR - TB ,6.50,B. Pierce RB - BAL ,13.20,Jets DEF ,9.00,119.58,Kevin,66.10
Kevin,8,M. Stafford QB - DET ,21.60,C. Spiller RB - BUF ,1.00,D. Williams RB - CAR ,11.70,D. Jackson WR - PHI ,6.20,A. Green WR - CIN ,10.60,J. Finley TE - GB ,0.00,S. Smith WR - CAR ,4.00,G. Zuerlein K - STL ,1.00,Vikings DEF ,10.00,D. McFadden RB - LV ,11.54,G. Jennings WR - MIN ,4.30,M. Vick QB - PHI ,15.94,W. McGahee RB - CLE ,0.90,S. Jackson RB - ATL ,0.00,D. Hopkins WR - HOU ,6.00,66.10,michael,119.58
Raed,7,C. Newton QB - CAR ,29.42,D. Murray RB - DAL ,26.30,D. Martin RB - TB ,10.80,D. Thomas WR - DEN ,9.40,R. Cobb WR - GB ,5.40,G. Olsen TE - CAR ,5.40,P. Garcon WR - WAS ,8.30,J. Tucker K - BAL ,12.00,Texans DEF ,2.00,D. Woodhead RB - LAC ,6.60,B. Tate RB - HOU ,4.30,T. Romo QB - DAL ,20.40,K. Winslow TE - NYJ ,0.00,M. Floyd WR - ARI ,4.90,K. Thompkins WR - NE ,16.10,109.02,christian,83.98
