Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,7,M. Ryan QB - ATL ,19.36,M. Jones-Drew RB - JAX ,4.50,T. Richardson RB - IND ,7.70,J. Jones WR - ATL ,11.60,A. Johnson WR - HOU ,14.60,O. Daniels TE - HOU ,18.70,E. Decker WR - DEN ,3.20,J. Brown K - NYG ,7.00,Broncos DEF ,8.00,A. Dalton QB - CIN ,15.48,A. Gates TE - LAC ,4.90,M. Floyd WR - LAC ,4.70,P. Thomas RB - NO ,5.90,T. Hilton WR - IND ,2.00,M. Ball RB - DEN ,2.40,94.66,david,129.28
david,2,P. Manning QB - DEN ,48.28,M. Forte RB - CHI ,15.10,R. Rice RB - BAL ,13.10,M. Colston WR - NO ,12.80,L. Fitzgerald WR - ARI ,20.00,R. Gronkowski TE - NE ,0.00,J. Jones WR - GB ,0.00,S. Gostkowski K - NE ,11.00,Seahawks DEF ,9.00,R. Mendenhall RB - ARI ,6.40,J. Dwyer RB - PIT ,0.00,J. Cameron TE - CLE ,16.80,M. Schaub QB - HOU ,23.84,H. Miller TE - PIT ,0.00,A. Brown WR - PIT ,7.50,129.28,Peter,94.66
Daniel,1,T. Brady QB - NE ,15.12,D. Sproles RB - NO ,11.00,A. Peterson RB - MIN ,29.10,W. Welker WR - DEN ,16.70,V. Jackson WR - TB ,15.40,T. Gonzalez TE - ATL ,9.60,A. Boldin WR - SF ,28.80,M. Bryant K - ATL ,5.00,Patriots DEF ,5.00,J. Stewart RB - CAR ,0.00,D. Moore WR - LV ,10.30,J. Rodgers RB - ATL ,0.20,F. Jackson RB - BUF ,10.80,R. Griffin QB - WAS ,19.56,J. Blackmon WR - JAX ,0.00,135.72,Raed,105.60
alex,10,J. Flacco QB - BAL ,18.48,R. Bush RB - DET ,25.10,A. Morris RB - WAS ,9.40,D. Bowe WR - KC ,3.00,C. Johnson WR - DET ,3.70,E. Dickson TE - BAL ,1.30,D. Wilson RB - NYG ,-2.10,M. Crosby K - GB ,4.00,Bengals DEF ,2.00,J. Nelson WR - GB ,19.00,J. Cook TE - STL ,24.10,E. Sanders WR - PIT ,5.70,A. Rodgers QB - GB ,24.62,G. Bernard RB - CIN ,3.00,L. Bell RB - PIT ,0.00,64.88,Kevin,119.98
Alessandro,8,A. Luck QB - IND ,24.92,J. Charles RB - KC ,16.00,S. Ridley RB - NE ,2.60,D. Amendola WR - NE ,10.40,D. Bryant WR - DAL ,2.20,J. Witten TE - DAL ,19.00,L. Miller RB - MIA ,1.00,B. Walsh K - MIN ,8.00,49ers DEF ,5.00,S. Johnson WR - BUF ,9.90,K. Britt WR - TEN ,1.50,B. Myers TE - NYG ,12.60,G. Tate WR - SEA ,5.10,E. Manning QB - NYG ,30.80,I. Pead RB - STL ,0.00,89.12,michael,119.10
johnny,5,C. Kaepernick QB - SF ,32.68,C. Johnson RB - TEN ,7.00,M. Lynch RB - SEA ,5.20,H. Nicks WR - NYG ,11.40,T. Smith WR - BAL ,9.20,J. Graham TE - NO ,10.50,T. Austin WR - STL ,4.00,P. Dawson K - SF ,10.00,Rams DEF ,9.00,J. Gresham TE - CIN ,3.50,C. Shorts WR - JAX ,4.00,B. Roethlisberger QB - PIT ,7.64,M. Wallace WR - MIA ,1.50,E. Lacy RB - GB ,11.20,Cardinals DEF ,10.00,98.98,christian,88.18
christian,9,D. Brees QB - NO ,20.48,A. Foster RB - HOU ,9.00,C. Ivory RB - NYJ ,1.50,R. Wayne WR - IND ,15.60,R. White WR - ATL ,1.90,V. Davis TE - SF ,21.80,B. Green-Ellis RB - CIN ,8.90,S. Hauschka K - SEA ,6.00,Ravens DEF ,3.00,M. Ingram RB - NO ,1.10,S. Rice WR - SEA ,3.50,M. Austin WR - DAL ,7.20,L. Moore WR - NO ,2.30,A. Smith QB - KC ,17.42,Packers DEF ,1.00,88.18,johnny,98.98
michael,4,R. Wilson QB - SEA ,15.50,L. McCoy RB - PHI ,24.90,F. Gore RB - SF ,12.50,B. Marshall WR - CHI ,16.40,V. Cruz WR - NYG ,29.80,K. Rudolph TE - MIN ,2.70,A. Bradshaw RB - IND ,3.30,M. Prater K - DEN ,7.00,Bears DEF ,7.00,J. Freeman QB - MIN ,10.40,R. Mathews RB - LAC ,11.50,M. Williams WR - TB ,11.20,K. Wright WR - TEN ,1.10,B. Pierce RB - BAL ,2.20,D. Richardson RB - STL ,9.60,119.10,Alessandro,89.12
Kevin,3,M. Stafford QB - DET ,19.98,C. Spiller RB - BUF ,3.50,S. Jackson RB - ATL ,12.20,A. Green WR - CIN ,28.20,S. Smith WR - CAR ,11.10,J. Finley TE - GB ,11.60,D. Jackson WR - PHI ,16.40,G. Zuerlein K - STL ,13.00,Giants DEF ,4.00,D. McFadden RB - LV ,12.60,S. Vereen RB - NE ,15.90,G. Jennings WR - MIN ,3.30,D. Williams RB - CAR ,8.00,M. Vick QB - PHI ,25.52,A. Jeffery WR - CHI ,4.20,119.98,alex,64.88
Raed,6,C. Newton QB - CAR ,12.80,D. Murray RB - DAL ,12.50,D. Martin RB - TB ,10.40,D. Thomas WR - DEN ,28.10,R. Cobb WR - GB ,17.40,Z. Sudfeld TE - NYJ ,0.00,P. Garcon WR - WAS ,6.40,J. Tucker K - BAL ,9.00,Texans DEF ,9.00,D. Woodhead RB - LAC ,1.60,B. Tate RB - HOU ,6.20,G. Olsen TE - CAR ,5.60,T. Romo QB - DAL ,16.42,M. Floyd WR - ARI ,8.20,K. Thompkins WR - NE ,4.20,105.60,Daniel,135.72
