Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,8,M. Ryan QB - ATL ,12.38,M. Jones-Drew RB - JAX ,13.40,A. Ellington RB - ARI ,7.30,A. Johnson WR - HOU ,15.70,T. Hilton WR - IND ,13.00,A. Gates TE - LAC ,6.20,E. Decker WR - DEN ,5.20,M. Prater K - DEN ,4.00,Raiders DEF ,15.00,J. Locker QB - TEN ,-1.24,D. Bowe WR - KC ,0.00,S. Jackson RB - ATL ,2.00,T. Richardson RB - IND ,3.50,R. Randle WR - NYG ,11.00,Cowboys DEF ,-1.00,92.18,david,69.40
david,6,P. Manning QB - DEN ,27.10,M. Forte RB - CHI ,4.90,R. Rice RB - BAL ,5.60,J. Jones WR - GB ,4.40,A. Brown WR - PIT ,10.40,B. Celek TE - PHI ,0.70,L. Fitzgerald WR - ARI ,2.30,J. Brown K - NYG ,6.00,Seahawks DEF ,8.00,J. Flacco QB - BAL ,8.00,R. Mendenhall RB - ARI ,3.10,R. Gronkowski TE - NE ,0.00,J. Cameron TE - CLE ,0.00,M. Colston WR - NO ,16.70,S. Gostkowski K - NE ,0.00,69.40,Peter,92.18
Daniel,5,R. Griffin QB - WAS ,27.64,F. Jackson RB - BUF ,6.20,A. Peterson RB - MIN ,19.70,E. Sanders WR - PIT ,3.80,W. Welker WR - DEN ,2.10,T. Gonzalez TE - ATL ,2.90,L. Bell RB - PIT ,15.60,M. Bryant K - ATL ,6.00,Broncos DEF ,5.00,M. Bennett TE - CHI ,2.90,E. Royal WR - LAC ,3.60,T. Brady QB - NE ,0.00,A. Boldin WR - SF ,2.30,D. Sproles RB - NO ,18.80,Patriots DEF ,0.00,88.94,Raed,110.72
alex,3,A. Dalton QB - CIN ,15.16,R. Bush RB - DET ,11.30,A. Morris RB - WAS ,13.90,C. Johnson WR - DET ,20.30,V. Jackson WR - TB ,2.80,J. Thomas TE - DEN ,15.60,J. Nelson WR - GB ,5.60,M. Crosby K - GB ,7.00,Titans DEF ,7.00,H. Douglas WR - ATL ,2.90,S. Johnson WR - BUF ,4.80,S. Ridley RB - NE ,0.00,A. Rodgers QB - GB ,0.00,G. Bernard RB - CIN ,15.50,Bengals DEF ,12.00,98.66,Kevin,95.96
Alessandro,10,A. Luck QB - IND ,13.82,R. Jennings RB - LV ,10.70,K. Moreno RB - DEN ,11.40,D. Bryant WR - DAL ,4.40,R. Cooper WR - PHI ,22.20,J. Witten TE - DAL ,2.70,T. Williams WR - DAL ,8.10,D. Bailey K - DAL ,5.00,49ers DEF ,11.00,D. McFadden RB - LV ,0.00,J. Charles RB - KC ,0.00,D. Amendola WR - NE ,0.00,P. Rivers QB - LAC ,13.42,J. Gordon WR - CLE ,0.00,-,-,89.32,michael,91.58
johnny,2,C. Kaepernick QB - SF ,3.24,M. Lynch RB - SEA ,22.10,E. Lacy RB - GB ,8.40,C. Shorts WR - JAX ,4.20,T. Smith WR - BAL ,10.60,J. Graham TE - NO ,5.90,C. Johnson RB - TEN ,5.30,M. Nugent K - CIN ,5.00,Cardinals DEF ,11.00,P. Harvin WR - SEA ,0.00,H. Nicks WR - NYG ,4.90,J. Gresham TE - CIN ,0.00,M. Wallace WR - MIA ,1.50,T. Pryor QB - LV ,8.78,T. Austin WR - STL ,26.20,75.74,christian,96.58
christian,7,D. Brees QB - NO ,31.68,P. Thomas RB - NO ,23.10,M. Tolbert RB - CAR ,2.30,D. Moore WR - LV ,4.50,A. Jeffery WR - CHI ,11.90,V. Davis TE - SF ,0.20,M. Jones WR - CIN ,0.90,S. Hauschka K - SEA ,17.00,Packers DEF ,5.00,B. Green-Ellis RB - CIN ,3.60,A. Foster RB - HOU ,0.00,A. Smith QB - KC ,0.00,R. White WR - ATL ,2.00,C. Fleener TE - IND ,5.30,Ravens DEF ,12.00,96.58,johnny,75.74
michael,1,R. Wilson QB - SEA ,21.48,L. McCoy RB - PHI ,16.10,R. Mathews RB - LAC ,12.10,B. Marshall WR - CHI ,25.90,V. Cruz WR - NYG ,3.70,Z. Miller TE - SEA ,0.00,F. Gore RB - SF ,10.30,A. Vinatieri K - IND ,0.00,Bears DEF ,2.00,J. Bell RB - DET ,4.10,B. Powell RB - NYJ ,0.00,K. Rudolph TE - MIN ,0.00,E. Manning QB - NYG ,7.30,K. Stills WR - NO ,13.50,Panthers DEF ,14.00,91.58,Alessandro,89.32
Kevin,4,M. Stafford QB - DET ,18.66,M. James RB - TB ,4.10,Z. Stacy RB - STL ,12.80,D. Jackson WR - PHI ,14.00,A. Green WR - CIN ,21.10,J. Reed TE - WAS ,12.20,K. Allen WR - LAC ,4.10,G. Hartley K ,7.00,Redskins DEF ,2.00,M. Crabtree WR - SF ,0.00,C. Spiller RB - BUF ,3.40,M. Vick QB - PHI ,0.00,S. Smith WR - CAR ,6.30,L. Miller RB - MIA ,1.10,Chiefs DEF ,0.00,95.96,alex,98.66
Raed,9,T. Romo QB - DAL ,9.12,D. Woodhead RB - LAC ,10.40,D. Murray RB - DAL ,15.50,G. Tate WR - SEA ,16.60,D. Thomas WR - DEN ,28.80,G. Olsen TE - CAR ,1.40,P. Garcon WR - WAS ,17.90,J. Tucker K - BAL ,8.00,Colts DEF ,3.00,B. Tate RB - HOU ,6.40,R. Cobb WR - GB ,0.00,C. Newton QB - CAR ,6.26,M. Floyd WR - ARI ,3.10,D. Martin RB - TB ,0.00,K. Wright WR - TEN ,7.80,110.72,Daniel,88.94
