Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,8,N. Foles QB - PHI ,23.68,M. Jones-Drew RB - JAX ,12.42,D. Brown RB - IND ,12.40,D. Bowe WR - KC ,5.60,A. Johnson WR - HOU ,12.10,A. Gates TE - LAC ,2.10,E. Decker WR - DEN ,41.40,M. Prater K - DEN ,5.00,Cowboys DEF ,4.00,M. Ryan QB - ATL ,16.14,T. Hilton WR - IND ,4.60,C. Keenum QB - HOU ,15.48,T. Richardson RB - IND ,1.90,R. Randle WR - NYG ,2.00,Raiders DEF ,9.00,118.70,Alessandro,135.28
david,5,P. Manning QB - DEN ,33.82,M. Forte RB - CHI ,15.10,R. Rice RB - BAL ,7.00,J. Jones WR - GB ,7.90,A. Brown WR - PIT ,5.90,R. Gronkowski TE - NE ,18.70,L. Fitzgerald WR - ARI ,13.20,S. Gostkowski K - NE ,14.00,Seahawks DEF ,13.00,J. Flacco QB - BAL ,14.74,R. Mendenhall RB - ARI ,7.60,J. Cameron TE - CLE ,4.30,M. Colston WR - NO ,2.70,B. Celek TE - PHI ,8.90,Texans DEF ,2.00,128.62,michael,127.40
Daniel,6,T. Brady QB - NE ,20.84,A. Peterson RB - MIN ,23.10,L. Bell RB - PIT ,19.60,E. Sanders WR - PIT ,10.30,W. Welker WR - DEN ,3.80,T. Gonzalez TE - ATL ,10.20,A. Boldin WR - SF ,9.80,M. Bryant K - ATL ,10.00,Broncos DEF ,1.00,M. Bennett TE - CHI ,1.40,E. Royal WR - LAC ,0.00,D. Sproles RB - NO ,4.30,F. Jackson RB - BUF ,19.80,R. Griffin QB - WAS ,21.08,Patriots DEF ,2.00,108.64,christian,102.98
alex,3,R. Fitzpatrick QB - TEN ,15.44,R. Bush RB - DET ,22.20,A. Morris RB - WAS ,11.30,J. Nelson WR - GB ,1.40,C. Johnson WR - DET ,16.10,J. Tamme TE - DEN ,0.30,G. Bernard RB - CIN ,6.60,M. Crosby K - GB ,6.00,Bengals DEF ,12.00,H. Douglas WR - ATL ,7.30,J. Thomas TE - DEN ,0.00,S. Ridley RB - NE ,0.00,A. Rodgers QB - GB ,0.00,V. Jackson WR - TB ,7.50,Rams DEF ,6.00,91.34,johnny,83.70
Alessandro,7,P. Rivers QB - LAC ,12.48,J. Charles RB - KC ,18.00,K. Moreno RB - DEN ,15.00,D. Bryant WR - DAL ,12.10,J. Gordon WR - CLE ,40.10,J. Witten TE - DAL ,5.30,R. Jennings RB - LV ,16.30,D. Bailey K - DAL ,7.00,49ers DEF ,9.00,D. McFadden RB - LV ,1.30,D. Amendola WR - NE ,5.40,R. Cooper WR - PHI ,4.80,J. Cotchery WR - PIT ,6.60,A. Luck QB - IND ,10.20,T. Williams WR - DAL ,0.30,135.28,Peter,118.70
johnny,2,C. Kaepernick QB - SF ,17.10,C. Johnson RB - TEN ,16.10,E. Lacy RB - GB ,3.90,H. Nicks WR - NYG ,3.40,T. Smith WR - BAL ,15.30,J. Graham TE - NO ,10.20,M. Lynch RB - SEA ,5.70,R. Bullock K - HOU ,7.00,Cardinals DEF ,5.00,P. Harvin WR - SEA ,0.00,J. Gresham TE - CIN ,0.00,C. Shorts WR - JAX ,12.40,M. Wallace WR - MIA ,14.20,T. Pryor QB - LV ,0.00,T. Austin WR - STL ,3.50,83.70,alex,91.34
christian,10,D. Brees QB - NO ,7.78,B. Green-Ellis RB - CIN ,13.50,P. Thomas RB - NO ,2.10,R. White WR - ATL ,14.30,A. Jeffery WR - CHI ,38.90,V. Davis TE - SF ,14.20,M. Jones WR - CIN ,1.20,S. Hauschka K - SEA ,10.00,Ravens DEF ,1.00,A. Foster RB - HOU ,0.00,D. Moore WR - LV ,0.00,A. Smith QB - KC ,22.32,M. Tolbert RB - CAR ,8.90,C. Fleener TE - IND ,5.00,Packers DEF ,11.00,102.98,Daniel,108.64
michael,1,R. Wilson QB - SEA ,29.10,J. Bell RB - DET ,18.80,F. Gore RB - SF ,8.90,B. Marshall WR - CHI ,4.50,V. Cruz WR - NYG ,8.00,Z. Miller TE - SEA ,14.60,L. McCoy RB - PHI ,11.50,A. Vinatieri K - IND ,16.00,Panthers DEF ,16.00,R. Mathews RB - LAC ,9.20,B. Powell RB - NYJ ,5.90,D. Walker TE - TEN ,0.50,E. Manning QB - NYG ,11.40,K. Stills WR - NO ,0.30,Bears DEF ,7.00,127.40,david,128.62
Kevin,4,M. Stafford QB - DET ,20.00,S. Vereen RB - NE ,13.50,A. Brown RB - NYG ,17.80,D. Jackson WR - PHI ,3.60,A. Green WR - CIN ,14.30,J. Reed TE - WAS ,0.00,K. Allen WR - LAC ,8.60,G. Hartley K ,1.00,Chiefs DEF ,6.00,C. Spiller RB - BUF ,21.70,J. Boykin WR - GB ,0.00,L. Miller RB - MIA ,8.50,B. Rainey RB - TB ,7.10,Z. Stacy RB - STL ,7.10,B. Cunningham RB - STL ,1.60,84.80,Raed,124.12
Raed,9,C. Newton QB - CAR ,27.32,D. Woodhead RB - LAC ,3.50,D. Murray RB - DAL ,28.20,D. Thomas WR - DEN ,10.60,M. Floyd WR - ARI ,15.90,G. Olsen TE - CAR ,8.50,P. Garcon WR - WAS ,4.10,J. Tucker K - BAL ,16.00,Colts DEF ,10.00,B. Tate RB - HOU ,28.20,G. Tate WR - SEA ,4.50,R. Cobb WR - GB ,0.00,D. Williams RB - CAR ,0.00,T. Romo QB - DAL ,12.90,K. Wright WR - TEN ,7.70,124.12,Kevin,84.80
