Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,6,C. Keenum QB - HOU ,4.96,M. Jones-Drew RB - JAX ,20.40,A. Ellington RB - ARI ,7.10,D. Bowe WR - KC ,11.10,A. Johnson WR - HOU ,3.60,A. Gates TE - LAC ,2.10,E. Decker WR - DEN ,0.50,M. Prater K - DEN ,7.00,Cowboys DEF ,10.00,M. Ryan QB - ATL ,12.68,N. Foles QB - PHI ,0.00,T. Hilton WR - IND ,3.80,T. Richardson RB - IND ,2.60,R. Randle WR - NYG ,6.40,Raiders DEF ,2.00,66.76,alex,79.90
david,5,P. Manning QB - DEN ,12.00,M. Forte RB - CHI ,9.70,R. Rice RB - BAL ,2.70,J. Jones WR - GB ,8.00,A. Brown WR - PIT ,14.40,R. Gronkowski TE - NE ,15.00,L. Fitzgerald WR - ARI ,17.60,S. Gostkowski K - NE ,10.00,Texans DEF ,8.00,J. Flacco QB - BAL ,12.92,R. Mendenhall RB - ARI ,13.80,J. Cameron TE - CLE ,3.20,M. Colston WR - NO ,4.00,B. Celek TE - PHI ,0.00,Seahawks DEF ,0.00,97.40,johnny,102.80
Daniel,7,T. Brady QB - NE ,23.76,A. Peterson RB - MIN ,18.80,L. Bell RB - PIT ,9.80,E. Sanders WR - PIT ,11.20,W. Welker WR - DEN ,3.10,T. Gonzalez TE - ATL ,4.30,A. Boldin WR - SF ,21.40,M. Bryant K - ATL ,7.00,Broncos DEF ,14.00,M. Bennett TE - CHI ,12.20,E. Royal WR - LAC ,8.70,D. Sproles RB - NO ,0.00,F. Jackson RB - BUF ,0.00,R. Griffin QB - WAS ,5.42,Patriots DEF ,10.00,113.36,Alessandro,161.52
alex,3,R. Fitzpatrick QB - TEN ,23.40,S. Ridley RB - NE ,-0.60,R. Bush RB - DET ,10.00,C. Johnson WR - DET ,11.50,V. Jackson WR - TB ,6.10,J. Tamme TE - DEN ,10.70,J. Nelson WR - GB ,5.80,M. Crosby K - GB ,8.00,Titans DEF ,5.00,H. Douglas WR - ATL ,7.90,J. Thomas TE - DEN ,0.00,A. Rodgers QB - GB ,0.00,A. Morris RB - WAS ,5.20,G. Bernard RB - CIN ,0.00,Bengals DEF ,0.00,79.90,Peter,66.76
Alessandro,8,A. Luck QB - IND ,13.62,J. Charles RB - KC ,27.70,K. Moreno RB - DEN ,31.00,D. Bryant WR - DAL ,8.60,J. Gordon WR - CLE ,31.70,J. Witten TE - DAL ,15.70,R. Jennings RB - LV ,12.20,D. Bailey K - DAL ,6.00,49ers DEF ,15.00,D. McFadden RB - LV ,0.00,D. Amendola WR - NE ,1.70,R. Cooper WR - PHI ,0.00,J. Cotchery WR - PIT ,0.00,P. Rivers QB - LAC ,27.78,T. Williams WR - DAL ,1.00,161.52,Daniel,113.36
johnny,2,C. Kaepernick QB - SF ,23.40,C. Johnson RB - TEN ,8.10,E. Lacy RB - GB ,21.80,H. Nicks WR - NYG ,0.00,T. Smith WR - BAL ,7.40,J. Graham TE - NO ,16.00,C. Shorts WR - JAX ,7.10,R. Bullock K - HOU ,6.00,Cardinals DEF ,13.00,P. Harvin WR - SEA ,0.00,J. Gresham TE - CIN ,0.00,M. Lynch RB - SEA ,0.00,M. Wallace WR - MIA ,18.70,T. Pryor QB - LV ,0.00,T. Austin WR - STL ,16.40,102.80,david,97.40
christian,10,D. Brees QB - NO ,18.52,P. Thomas RB - NO ,13.00,M. Tolbert RB - CAR ,2.80,D. Moore WR - LV ,0.00,A. Jeffery WR - CHI ,4.60,V. Davis TE - SF ,11.00,M. Jones WR - CIN ,0.00,S. Hauschka K - SEA ,0.00,Packers DEF ,8.00,B. Green-Ellis RB - CIN ,0.00,A. Foster RB - HOU ,0.00,A. Smith QB - KC ,21.46,R. White WR - ATL ,2.40,C. Fleener TE - IND ,11.50,Ravens DEF ,16.00,57.92,Raed,103.36
michael,1,E. Manning QB - NYG ,14.96,J. Bell RB - DET ,1.50,R. Mathews RB - LAC ,12.50,B. Marshall WR - CHI ,17.70,V. Cruz WR - NYG ,0.70,D. Walker TE - TEN ,4.60,F. Gore RB - SF ,3.40,A. Vinatieri K - IND ,3.00,Bears DEF ,-2.00,L. McCoy RB - PHI ,0.00,B. Powell RB - NYJ ,6.50,Z. Miller TE - SEA ,0.00,R. Wilson QB - SEA ,0.00,K. Stills WR - NO ,2.20,Panthers DEF ,6.00,56.36,Kevin,81.08
Kevin,4,M. Stafford QB - DET ,16.48,A. Brown RB - NYG ,15.80,Z. Stacy RB - STL ,15.70,J. Boykin WR - GB ,12.00,K. Allen WR - LAC ,12.40,G. Graham TE - HOU ,3.20,B. Rainey RB - TB ,3.50,G. Hartley K ,5.00,Chiefs DEF ,-3.00,D. Jackson WR - PHI ,0.00,C. Spiller RB - BUF ,0.00,A. Green WR - CIN ,0.00,S. Vereen RB - NE ,9.10,L. Miller RB - MIA ,4.70,J. Reed TE - WAS ,0.00,81.08,michael,56.36
Raed,9,C. Newton QB - CAR ,20.06,D. Woodhead RB - LAC ,19.00,D. Murray RB - DAL ,12.60,D. Thomas WR - DEN ,10.10,M. Floyd WR - ARI ,10.40,G. Olsen TE - CAR ,9.40,P. Garcon WR - WAS ,4.80,J. Tucker K - BAL ,15.00,Colts DEF ,2.00,B. Tate RB - HOU ,2.70,G. Tate WR - SEA ,0.00,R. Cobb WR - GB ,0.00,D. Williams RB - CAR ,4.70,T. Romo QB - DAL ,15.46,K. Wright WR - TEN ,16.30,103.36,christian,57.92
