Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,6,M. Ryan QB - ATL ,14.16,M. Jones-Drew RB - JAX ,9.50,A. Ellington RB - ARI ,1.30,A. Johnson WR - HOU ,11.60,T. Hilton WR - IND ,4.40,A. Gates TE - LAC ,11.20,E. Decker WR - DEN ,7.10,M. Prater K - DEN ,11.00,Raiders DEF ,6.00,D. Bowe WR - KC ,11.70,S. Jackson RB - ATL ,6.50,N. Foles QB - PHI ,22.62,T. Richardson RB - IND ,5.30,R. Randle WR - NYG ,9.70,Cowboys DEF ,0.00,76.26,Daniel,63.04
david,5,P. Manning QB - DEN ,14.92,M. Forte RB - CHI ,18.50,R. Rice RB - BAL ,20.80,J. Jones WR - GB ,5.50,A. Brown WR - PIT ,25.90,R. Gronkowski TE - NE ,11.90,L. Fitzgerald WR - ARI ,12.10,S. Gostkowski K - NE ,8.00,Seahawks DEF ,17.00,J. Flacco QB - BAL ,8.48,R. Mendenhall RB - ARI ,8.70,J. Cameron TE - CLE ,2.90,M. Colston WR - NO ,8.00,B. Celek TE - PHI ,4.20,J. Brown K - NYG ,9.00,134.62,alex,129.72
Daniel,7,T. Brady QB - NE ,14.14,F. Jackson RB - BUF ,3.90,A. Peterson RB - MIN ,6.50,E. Sanders WR - PIT ,0.20,W. Welker WR - DEN ,7.20,T. Gonzalez TE - ATL ,8.30,L. Bell RB - PIT ,8.80,M. Bryant K - ATL ,8.00,Broncos DEF ,6.00,M. Bennett TE - CHI ,4.80,E. Royal WR - LAC ,2.00,A. Boldin WR - SF ,11.60,D. Sproles RB - NO ,3.50,R. Griffin QB - WAS ,22.96,Patriots DEF ,3.00,63.04,Peter,76.26
alex,4,A. Dalton QB - CIN ,11.72,R. Bush RB - DET ,3.40,A. Morris RB - WAS ,9.30,C. Johnson WR - DET ,29.90,V. Jackson WR - TB ,22.50,J. Thomas TE - DEN ,10.30,G. Bernard RB - CIN ,8.60,M. Crosby K - GB ,9.00,Bengals DEF ,25.00,H. Douglas WR - ATL ,19.40,S. Johnson WR - BUF ,0.00,J. Nelson WR - GB ,11.70,S. Ridley RB - NE ,8.80,A. Rodgers QB - GB ,0.00,Titans DEF ,0.00,129.72,david,134.62
Alessandro,9,P. Rivers QB - LAC ,14.52,J. Charles RB - KC ,7.20,K. Moreno RB - DEN ,7.90,R. Cooper WR - PHI ,3.70,J. Gordon WR - CLE ,18.50,D. Clark TE - BAL ,3.10,R. Jennings RB - LV ,20.80,N. Novak K - LAC ,12.00,49ers DEF ,7.00,D. McFadden RB - LV ,0.00,D. Amendola WR - NE ,4.50,D. Bryant WR - DAL ,0.00,J. Witten TE - DAL ,0.00,A. Luck QB - IND ,18.38,T. Williams WR - DAL ,0.00,94.72,Raed,80.36
johnny,2,C. Kaepernick QB - SF ,13.58,M. Lynch RB - SEA ,24.30,E. Lacy RB - GB ,10.80,P. Harvin WR - SEA ,1.70,H. Nicks WR - NYG ,5.00,J. Graham TE - NO ,4.10,C. Johnson RB - TEN ,20.40,M. Nugent K - CIN ,11.00,Cardinals DEF ,7.00,J. Gresham TE - CIN ,8.70,C. Shorts WR - JAX ,2.20,T. Smith WR - BAL ,9.20,M. Wallace WR - MIA ,3.90,T. Pryor QB - LV ,0.00,T. Austin WR - STL ,0.00,97.88,Kevin,63.48
christian,8,D. Brees QB - NO ,14.10,P. Thomas RB - NO ,8.40,M. Tolbert RB - CAR ,1.70,D. Moore WR - LV ,7.10,A. Jeffery WR - CHI ,10.00,V. Davis TE - SF ,9.30,M. Jones WR - CIN ,0.80,S. Hauschka K - SEA ,13.00,Packers DEF ,6.00,B. Green-Ellis RB - CIN ,6.20,A. Foster RB - HOU ,0.00,A. Smith QB - KC ,22.40,R. White WR - ATL ,7.60,C. Fleener TE - IND ,10.70,Ravens DEF ,3.00,70.40,michael,115.60
michael,1,R. Wilson QB - SEA ,18.60,L. McCoy RB - PHI ,27.00,R. Mathews RB - LAC ,14.30,B. Marshall WR - CHI ,4.20,V. Cruz WR - NYG ,11.00,Z. Miller TE - SEA ,6.90,F. Gore RB - SF ,5.60,A. Vinatieri K - IND ,14.00,Bears DEF ,14.00,J. Bell RB - DET ,15.70,B. Powell RB - NYJ ,2.80,K. Rudolph TE - MIN ,0.00,E. Manning QB - NYG ,13.46,K. Stills WR - NO ,1.10,Panthers DEF ,7.00,115.60,christian,70.40
Kevin,3,M. Stafford QB - DET ,22.88,A. Brown RB - NYG ,9.30,L. Miller RB - MIA ,3.70,D. Jackson WR - PHI ,8.20,A. Green WR - CIN ,0.70,J. Reed TE - WAS ,1.20,K. Allen WR - LAC ,4.50,G. Hartley K ,11.00,Chiefs DEF ,2.00,C. Spiller RB - BUF ,1.60,S. Vereen RB - NE ,7.20,A. Dobson WR - NE ,3.80,D. Johnson RB - HOU ,0.20,Z. Stacy RB - STL ,0.00,Bills DEF ,19.00,63.48,johnny,97.88
Raed,10,C. Newton QB - CAR ,26.56,D. Woodhead RB - LAC ,3.70,D. Williams RB - CAR ,2.50,G. Tate WR - SEA ,2.60,D. Thomas WR - DEN ,12.10,G. Olsen TE - CAR ,11.20,P. Garcon WR - WAS ,7.70,J. Tucker K - BAL ,10.00,Colts DEF ,4.00,B. Tate RB - HOU ,11.70,D. Murray RB - DAL ,0.00,R. Cobb WR - GB ,0.00,T. Romo QB - DAL ,0.00,M. Floyd WR - ARI ,25.30,K. Wright WR - TEN ,8.00,80.36,Alessandro,94.72
