Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,11,C. Palmer QB - ARI ,29.56,J. Forsett RB - BAL ,7.40,M. Lynch RB - SEA ,8.20,T. Hilton WR - IND ,1.50,J. Landry WR - MIA ,7.10,L. Green TE - LAC ,1.00,C. Johnson RB - ARI ,6.90,B. McManus K - DEN ,11.00,Panthers DEF ,10.00,G. Tate WR - DET ,5.90,T. Ginn WR - CAR ,6.00,T. Benjamin WR - CLE ,2.60,R. Tannehill QB - MIA ,7.90,R. Hillman RB - DEN ,17.50,A. Blue RB - HOU ,7.20,82.66,Kevin,112.50
david,1,C. Newton QB - CAR ,18.02,M. Forte RB - CHI ,6.90,G. Bernard RB - CIN ,3.40,A. Boldin WR - SF ,0.00,D. Hopkins WR - HOU ,15.40,G. Olsen TE - CAR ,13.90,A. Green WR - CIN ,17.80,A. Vinatieri K - IND ,16.00,Falcons DEF ,2.00,D. Amendola WR - NE ,1.10,R. Mathews RB - PHI ,0.00,D. Brees QB - NO ,46.30,M. Floyd WR - LAC ,21.20,B. Sankey RB - TEN ,-2.00,Bills DEF ,0.00,93.42,Alessandro,84.48
Ryan,8,A. Dalton QB - CIN ,9.64,D. Lewis RB - NE ,17.20,C. Ivory RB - NYJ ,4.10,J. Edelman WR - NE ,20.10,C. Johnson WR - DET ,8.50,D. Walker TE - TEN ,6.20,E. Sanders WR - DEN ,2.20,J. Brown K - NYG ,7.00,Vikings DEF ,8.00,B. Roethlisberger QB - PIT ,8.48,K. Wright WR - TEN ,2.80,J. Reed TE - WAS ,0.00,C. Anderson RB - DEN ,16.60,D. Johnson RB - CLE ,7.10,S. Diggs WR - MIN ,15.50,82.94,alex,70.64
alex,4,R. Fitzpatrick QB - NYJ ,3.04,K. Robinson RB - NO ,1.70,A. Andrews RB - TEN ,8.20,J. Maclin WR - KC ,9.50,A. Brown WR - PIT ,10.70,G. Barnidge TE - CLE ,11.30,S. Smith WR - BAL ,8.20,J. Tucker K - BAL ,17.00,Ravens DEF ,1.00,L. McCoy RB - BUF ,0.00,M. Stafford QB - DET ,9.18,V. Jackson WR - TB ,0.00,C. Hyde RB - SF ,0.00,K. Williams RB - BUF ,0.00,Eagles DEF ,0.00,70.64,Ryan,82.94
Alessandro,5,M. Ryan QB - ATL ,20.08,M. Ingram RB - NO ,11.90,L. Bell RB - PIT ,5.80,E. Decker WR - NYJ ,12.00,B. Marshall WR - NYJ ,10.80,E. Ebron TE - DET ,2.40,D. Woodhead RB - LAC ,4.50,C. Santos K - KC ,9.00,Steelers DEF ,8.00,J. Flacco QB - BAL ,22.96,C. Clay TE - BUF ,0.00,M. Jones WR - CIN ,1.40,T. Austin WR - STL ,21.90,J. Randle RB ,0.00,M. Evans WR - TB ,4.80,84.48,david,93.42
johnny,2,P. Rivers QB - LAC ,24.04,J. Stewart RB - CAR ,12.30,T. Gurley RB - STL ,20.60,M. Colston WR - NO ,17.40,B. Cooks WR - NO ,20.50,R. Gronkowski TE - NE ,17.30,E. Lacy RB - GB ,10.70,M. Prater K - DET ,4.00,Texans DEF ,20.00,R. Randle WR - NYG ,5.50,Z. Ertz TE - PHI ,0.00,B. Bortles QB - JAC ,0.00,A. Robinson WR - JAC ,0.00,M. Crosby K - GB ,6.00,Broncos DEF ,9.00,146.84,Greg,77.00
christian,3,N. Foles QB - STL ,13.34,D. Martin RB - TB ,7.80,D. Freeman RB - ATL ,13.10,J. Jones WR - ATL ,20.20,A. Hurns WR - JAC ,0.00,A. Gates TE - LAC ,5.60,F. Gore RB - IND ,9.20,D. Carpenter K - BUF ,0.00,Cardinals DEF ,6.00,B. LaFell WR - NE ,4.70,D. Thomas WR - DEN ,16.80,P. Manning QB - DEN ,11.60,J. Witten TE - DAL ,1.60,M. Sanu WR - CIN ,1.00,T. Williams WR - DAL ,2.00,75.24,Peter,41.58
michael,10,T. Brady QB - NE ,30.34,D. Williams RB - PIT ,11.00,A. Ellington RB - ARI ,0.00,A. Jeffery WR - CHI ,17.60,D. Moncrief WR - IND ,1.80,M. Bennett TE - CHI ,3.20,L. Miller RB - MIA ,9.40,C. Catanzaro K - ARI ,10.00,Packers DEF ,2.00,J. Charles RB - KC ,0.00,K. Britt WR - STL ,0.00,S. Bradford QB - PHI ,0.00,B. Watson TE - NO ,20.70,S. Watkins WR - BUF ,0.00,S. Janikowski K - LV ,12.00,85.34,Raed,90.44
Kevin,7,E. Manning QB - NYG ,38.00,J. Hill RB - CIN ,6.80,A. Abdullah RB - DET ,0.30,K. Allen WR - LAC ,9.50,O. Beckham WR - NYG ,31.00,T. Eifert TE - CIN ,3.90,J. Brown WR - ARI ,0.00,M. Bryant K - ATL ,8.00,Patriots DEF ,15.00,J. Starks RB - GB ,1.80,T. Taylor QB - BUF ,0.00,D. Adams WR - GB ,0.80,W. Snead WR - NO ,19.00,D. Cobb RB - TEN ,0.00,M. Gordon RB - LAC ,6.10,112.50,Peter,82.66
Raed,9,A. Luck QB - IND ,14.74,L. Murray RB - LV ,11.90,C. West RB - KC ,18.20,J. Jones WR - GB ,0.20,R. Matthews WR - MIA ,6.20,T. Kelce TE - KC ,10.90,D. McFadden RB - DAL ,11.30,S. Gostkowski K - NE ,12.00,Seahawks DEF ,5.00,S. Johnson WR - LAC ,2.80,M. Crabtree WR - LV ,16.20,R. Jennings RB - NYG ,8.50,B. Hoyer QB - HOU ,17.30,D. Bryant WR - DAL ,1.20,O. Darkwa RB - NYG ,2.30,90.44,michael,85.34
Peter,12,A. Rodgers QB - GB ,6.18,L. Blount RB - NE ,7.40,I. Crowell RB - CLE ,2.60,J. Matthews WR - PHI ,0.00,M. Bryant WR - PIT ,4.90,J. Graham TE - SEA ,7.50,P. Garcon WR - WAS ,0.00,D. Bailey K - DAL ,14.00,Jets DEF ,-1.00,A. Foster RB - HOU ,0.00,D. Murray RB - PHI ,0.00,A. Johnson WR - IND ,14.10,A. Smith QB - KC ,27.60,V. Cruz WR - NYG ,0.00,A. Williams RB - NYG ,0.70,41.58,christian,75.24
Greg,6,R. Wilson QB - SEA ,13.60,A. Peterson RB - MIN ,10.90,T. Coleman RB - ATL ,2.10,L. Fitzgerald WR - ARI ,12.40,A. Cooper WR - LV ,4.80,H. Miller TE - PIT ,10.50,R. Cobb WR - GB ,3.70,S. Hauschka K - SEA ,7.00,Rams DEF ,12.00,D. Jackson WR - WAS ,0.00,D. Heyward-Bey WR - PIT ,0.00,K. Rudolph TE - MIN ,2.20,T. Romo QB - DAL ,0.00,D. Sproles RB - PHI ,0.00,T. Yeldon RB - JAC ,0.00,77.00,johnny,146.84
