Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,12,C. Palmer QB - ARI ,18.34,C. Johnson RB - ARI ,10.30,J. Forsett RB - BAL ,23.00,T. Benjamin WR - CLE ,8.30,T. Hilton WR - IND ,8.80,L. Green TE - LAC ,5.00,R. Hillman RB - DEN ,2.60,B. McManus K - DEN ,12.00,Steelers DEF ,13.00,G. Tate WR - DET ,6.20,M. Lynch RB - SEA ,0.00,R. Tannehill QB - MIA ,0.00,J. Landry WR - MIA ,0.00,M. Jones RB - WAS ,9.70,Panthers DEF ,0.00,101.34,johnny,112.20
david,3,D. Brees QB - NO ,15.30,M. Forte RB - CHI ,16.90,G. Bernard RB - CIN ,10.10,A. Green WR - CIN ,7.80,D. Hopkins WR - HOU ,16.90,D. Allen TE - IND ,2.10,B. Sankey RB - TEN ,4.30,A. Vinatieri K - IND ,9.00,Bills DEF ,8.00,D. Amendola WR - NE ,0.60,C. Newton QB - CAR ,0.00,G. Olsen TE - CAR ,0.00,A. Boldin WR - SF ,16.70,M. Floyd WR - LAC ,4.80,R. Woods WR - BUF ,0.60,90.40,Raed,74.58
Ryan,10,A. Dalton QB - CIN ,27.04,D. Lewis RB - NE ,15.30,L. Murray RB - LV ,5.70,E. Sanders WR - DEN ,11.10,C. Johnson WR - DET ,6.70,O. Daniels TE - DEN ,0.00,J. Jones WR - GB ,13.70,R. Gould K - CHI ,6.00,Bengals DEF ,7.00,B. Roethlisberger QB - PIT ,0.00,V. Jackson WR - TB ,3.40,C. Ivory RB - NYJ ,0.00,K. Wright WR - TEN ,3.00,C. Anderson RB - DEN ,4.00,D. Johnson RB - ARI ,12.60,92.54,Kevin,120.04
alex,1,J. Winston QB - TB ,15.26,A. Dixon RB - BUF ,3.90,C. Hyde RB - SF ,15.70,A. Brown WR - PIT ,4.50,K. Aiken WR - BAL ,7.80,G. Barnidge TE - CLE ,19.90,J. Maclin WR - KC ,8.50,J. Tucker K - BAL ,6.00,Ravens DEF ,3.00,L. McCoy RB - BUF ,0.00,M. Stafford QB - DET ,5.72,C. Spiller RB - NO ,0.20,S. Smith WR - BAL ,0.00,M. Wallace WR - MIN ,0.00,K. Williams RB - BUF ,0.00,84.56,michael,66.20
Alessandro,9,M. Ryan QB - ATL ,6.16,J. Randle RB ,7.30,L. Bell RB - PIT ,18.70,T. Austin WR - STL ,8.80,M. Evans WR - TB ,4.10,C. Clay TE - BUF ,0.70,M. Ingram RB - NO ,7.40,C. Santos K - KC ,5.00,Giants DEF ,2.00,J. Flacco QB - BAL ,24.60,D. Woodhead RB - LAC ,7.60,P. Harvin WR - BUF ,-0.10,E. Decker WR - NYJ ,0.00,B. Marshall WR - NYJ ,0.00,M. Jones WR - CIN ,6.10,60.16,christian,137.34
johnny,7,P. Rivers QB - LAC ,20.60,E. Lacy RB - GB ,3.50,T. Gurley RB - STL ,15.90,B. Cooks WR - NO ,16.70,A. Robinson WR - JAC ,19.20,R. Gronkowski TE - NE ,6.70,M. Colston WR - NO ,3.60,M. Crosby K - GB ,6.00,Broncos DEF ,20.00,J. Stewart RB - CAR ,0.00,F. Jackson RB - SEA ,3.40,Z. Ertz TE - PHI ,6.00,B. Bortles QB - JAC ,28.22,N. Agholor WR - PHI ,0.50,Texans DEF ,0.00,112.20,Peter,101.34
christian,2,P. Manning QB - DEN ,6.64,D. Martin RB - TB ,33.80,D. Freeman RB - ATL ,25.70,D. Thomas WR - DEN ,5.50,J. Jones WR - ATL ,12.70,A. Gates TE - LAC ,21.20,F. Gore RB - IND ,15.80,D. Carpenter K - BUF ,2.00,Cardinals DEF ,14.00,B. LaFell WR - NE ,0.00,J. Witten TE - DAL ,1.30,N. Foles QB - STL ,1.84,M. Sanu WR - CIN ,6.90,T. Williams WR - DAL ,3.00,A. Hurns WR - JAC ,17.60,137.34,Alessandro,60.16
michael,4,T. Brady QB - NE ,25.30,J. Charles RB - KC ,8.40,D. Williams RB - PIT ,2.00,K. Britt WR - STL ,0.00,D. Moncrief WR - IND ,0.30,M. Bennett TE - CHI ,3.20,L. Miller RB - MIA ,0.00,S. Janikowski K - LV ,6.00,Packers DEF ,21.00,S. Bradford QB - PHI ,17.62,J. Thomas TE - JAC ,2.00,A. Jeffery WR - CHI ,0.00,A. Ellington RB - ARI ,12.30,S. Watkins WR - BUF ,0.00,K. Brindza K ,0.00,66.20,alex,84.56
Kevin,5,E. Manning QB - NYG ,30.74,J. Hill RB - CIN ,2.50,M. Gordon RB - LAC ,7.40,K. Allen WR - LAC ,5.70,O. Beckham WR - NYG ,18.40,T. Eifert TE - CIN ,21.00,J. Brown WR - ARI ,13.30,M. Bryant K - ATL ,7.00,Patriots DEF ,14.00,T. Taylor QB - BUF ,22.36,S. Vereen RB - NYG ,17.00,D. Adams WR - GB ,0.00,W. Snead WR - NO ,14.10,A. Abdullah RB - DET ,0.50,D. Johnson RB - CLE ,7.70,120.04,Ryan,92.54
Raed,8,M. Mariota QB - TEN ,10.18,R. Jennings RB - NYG ,6.70,A. Morris RB - WAS ,1.50,J. Edelman WR - NE ,18.00,L. Hankerson WR - BUF ,1.30,T. Kelce TE - KC ,3.50,M. Crabtree WR - LV ,5.40,S. Gostkowski K - NE ,14.00,Seahawks DEF ,14.00,S. Johnson WR - LAC ,0.00,D. Bryant WR - DAL ,0.00,D. Walker TE - TEN ,3.60,R. Matthews WR - MIA ,0.00,A. Luck QB - IND ,0.00,C. Thompson RB - WAS ,4.80,74.58,david,90.40
