Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,11,R. Tannehill QB - MIA ,15.04,J. Langford RB - CHI ,5.70,D. Johnson RB - ARI ,40.90,T. Hilton WR - IND ,2.90,J. Landry WR - MIA ,5.40,J. Reed TE - WAS ,20.40,J. Allen RB - BAL ,-0.20,C. Santos K - KC ,12.00,Panthers DEF ,0.00,J. Starks RB - GB ,3.60,E. Sanders WR - DEN ,26.50,G. Tate WR - DET ,16.50,S. Chandler TE - NE ,0.00,C. Palmer QB - ARI ,14.96,T. Benjamin WR - CLE ,3.50,102.14,Raed,110.14
david,3,C. Newton QB - CAR ,41.60,M. Forte RB - CHI ,16.40,G. Bernard RB - CIN ,5.10,A. Green WR - CIN ,3.70,D. Hopkins WR - HOU ,9.40,G. Olsen TE - CAR ,13.90,A. Boldin WR - SF ,11.40,G. Gano K - CAR ,8.00,Bills DEF ,-1.00,D. Amendola WR - NE ,-1.70,R. Mathews RB - PHI ,4.10,D. Brees QB - NO ,26.74,M. Floyd WR - LAC ,2.70,C. Sims RB - TB ,7.20,Falcons DEF ,5.00,108.50,-,-
Ryan,2,B. Roethlisberger QB - PIT ,22.90,T. Hightower RB - NO ,8.50,C. Ivory RB - NYJ ,4.20,C. Johnson WR - DET ,1.90,J. Brown WR - ARI ,9.80,J. Thomas TE - JAC ,7.90,T. Lockett WR - SEA ,11.50,C. Catanzaro K - ARI ,10.00,Chiefs DEF ,21.00,S. Johnson WR - LAC ,0.00,J. Edelman WR - NE ,0.00,D. Walker TE - TEN ,18.40,B. Bolden RB - NE ,5.40,B. Brown RB - SEA ,4.30,C. Anderson RB - DEN ,2.00,97.70,Alessandro,88.96
alex,4,M. Stafford QB - DET ,22.06,L. McCoy RB - BUF ,3.70,A. Andrews RB - TEN ,7.00,J. Maclin WR - KC ,11.00,A. Brown WR - PIT ,30.90,G. Barnidge TE - CLE ,8.90,M. Floyd WR - ARI ,7.00,J. Tucker K - BAL ,2.00,Bengals DEF ,13.00,T. Taylor QB - BUF ,27.30,V. Jackson WR - TB ,0.00,F. Jackson RB - SEA ,1.70,S. Ware RB - KC ,0.00,K. Williams RB - BUF ,4.10,Eagles DEF ,1.00,105.56,johnny,121.48
Alessandro,6,R. Fitzpatrick QB - NYJ ,15.26,D. Robinson RB - JAC ,8.70,J. White RB - NE ,13.70,E. Decker WR - NYJ ,11.50,B. Marshall WR - NYJ ,7.40,R. Rodgers TE - GB ,0.70,M. Evans WR - TB ,15.70,B. Walsh K - MIN ,10.00,Steelers DEF ,6.00,D. Woodhead RB - LAC ,30.00,J. Cutler QB - CHI ,13.34,T. Ginn WR - CAR ,20.50,A. Morris RB - WAS ,8.40,M. Wheaton WR - PIT ,12.20,M. Jones RB - WAS ,3.60,88.96,Ryan,97.70
johnny,1,B. Bortles QB - JAC ,24.28,E. Lacy RB - GB ,2.30,T. Gurley RB - STL ,13.90,B. Cooks WR - NO ,18.40,A. Robinson WR - JAC ,11.70,R. Gronkowski TE - NE ,11.40,D. Baldwin WR - SEA ,16.50,M. Crosby K - GB ,12.00,Texans DEF ,11.00,J. Stewart RB - CAR ,0.00,M. Colston WR - NO ,9.90,P. Rivers QB - LAC ,20.44,R. Randle WR - NYG ,10.70,Z. Ertz TE - PHI ,13.80,Broncos DEF ,6.00,121.48,alex,105.56
christian,5,P. Manning QB - DEN ,0.00,D. Martin RB - TB ,9.70,D. Freeman RB - ATL ,16.10,B. LaFell WR - NE ,8.80,D. Thomas WR - DEN ,18.10,J. Witten TE - DAL ,4.90,A. Hurns WR - JAC ,4.40,D. Carpenter K - BUF ,5.00,Cardinals DEF ,17.00,J. Jones WR - ATL ,17.80,A. Gates TE - LAC ,8.80,F. Gore RB - IND ,5.90,N. Foles QB - STL ,0.00,M. Sanu WR - CIN ,1.00,T. Williams WR - DAL ,1.30,84.00,-,-
michael,8,T. Brady QB - NE ,18.68,D. Williams RB - PIT ,11.60,L. Miller RB - MIA ,2.40,K. Britt WR - STL ,13.10,A. Jeffery WR - CHI ,7.00,M. Bennett TE - CHI ,0.00,S. Watkins WR - BUF ,23.10,R. Gould K - CHI ,7.00,Packers DEF ,14.00,J. Charles RB - KC ,0.00,S. Bradford QB - PHI ,16.84,B. Watson TE - NO ,10.90,A. Ellington RB - ARI ,0.00,D. Moncrief WR - IND ,11.10,S. Janikowski K - LV ,8.00,96.88,Peter,76.06
Kevin,9,E. Manning QB - NYG ,24.20,R. Hillman RB - DEN ,2.80,J. Hill RB - CIN ,13.10,D. Adams WR - GB ,3.20,O. Beckham WR - NYG ,13.60,T. Eifert TE - CIN ,0.00,S. Draughn RB - SF ,4.20,C. Barth K - TB ,13.00,Patriots DEF ,18.00,C. Spiller RB - NO ,1.80,A. Dalton QB - CIN ,0.00,W. Snead WR - NO ,7.60,D. Cobb RB - TEN ,0.90,D. Funchess WR - CAR ,9.00,M. Gordon RB - LAC ,4.70,92.10,-,-
Raed,7,D. Carr QB - LV ,19.24,D. McFadden RB - DAL ,11.30,C. West RB - KC ,14.50,M. Crabtree WR - LV ,7.00,K. Aiken WR - BAL ,18.80,T. Kelce TE - KC ,7.30,L. Murray RB - LV ,8.00,S. Gostkowski K - NE ,15.00,Seahawks DEF ,9.00,D. Bryant WR - DAL ,11.00,V. Davis TE - DEN ,0.50,W. Welker WR - STL ,0.00,J. Jones WR - GB ,14.20,R. Matthews WR - MIA ,0.00,A. Luck QB - IND ,0.00,110.14,Peter,102.14
