Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,10,C. Palmer QB - ARI ,19.20,J. Forsett RB - BAL ,10.40,M. Lynch RB - SEA ,18.20,T. Benjamin WR - CLE ,2.70,T. Hilton WR - IND ,27.00,L. Green TE - LAC ,14.50,C. Johnson RB - ARI ,18.20,J. Lambo K - LAC ,7.00,Panthers DEF ,8.00,G. Tate WR - DET ,1.40,T. Ginn WR - CAR ,10.20,R. Tannehill QB - MIA ,27.58,R. Hillman RB - DEN ,0.00,J. Landry WR - MIA ,20.80,B. McManus K - DEN ,0.00,125.20,michael,99.30
david,2,C. Newton QB - CAR ,13.88,R. Mathews RB - PHI ,18.10,B. Sankey RB - TEN ,0.00,A. Boldin WR - SF ,3.90,D. Hopkins WR - HOU ,5.00,G. Olsen TE - CAR ,6.50,M. Floyd WR - LAC ,0.70,A. Vinatieri K - IND ,3.00,Bills DEF ,10.00,M. Forte RB - CHI ,0.00,D. Amendola WR - NE ,14.60,A. Green WR - CIN ,0.00,D. Brees QB - NO ,11.80,D. Allen TE - IND ,1.00,G. Bernard RB - CIN ,0.00,61.08,Ryan,91.98
Ryan,9,J. Winston QB - TB ,20.38,C. Ivory RB - NYJ ,11.30,M. Jones RB - WAS ,5.10,J. Edelman WR - NE ,5.40,C. Johnson WR - DET ,14.60,D. Walker TE - TEN ,5.50,S. Diggs WR - MIN ,17.70,J. Brown K - NYG ,9.00,Redskins DEF ,3.00,E. Sanders WR - DEN ,0.00,A. Dalton QB - CIN ,0.00,D. Lewis RB - NE ,0.00,B. Roethlisberger QB - PIT ,0.00,K. Wright WR - TEN ,10.60,C. Anderson RB - DEN ,0.00,91.98,david,61.08
alex,3,R. Fitzpatrick QB - NYJ ,20.70,L. McCoy RB - BUF ,10.40,C. Hyde RB - SF ,4.00,V. Jackson WR - TB ,1.30,A. Brown WR - PIT ,13.00,G. Barnidge TE - CLE ,10.10,S. Smith WR - BAL ,7.80,J. Tucker K - BAL ,4.00,Eagles DEF ,7.00,M. Stafford QB - DET ,18.74,J. Maclin WR - KC ,0.00,M. Wallace WR - MIN ,3.60,K. Davis RB - KC ,0.20,K. Williams RB - BUF ,0.00,Ravens DEF ,2.00,78.30,Greg,101.00
Alessandro,6,M. Ryan QB - ATL ,9.74,M. Ingram RB - NO ,20.80,L. Bell RB - PIT ,13.70,E. Decker WR - NYJ ,9.40,B. Marshall WR - NYJ ,6.70,C. Clay TE - BUF ,2.60,J. Randle RB ,2.40,C. Santos K - KC ,11.00,Steelers DEF ,2.00,J. Flacco QB - BAL ,14.08,D. Woodhead RB - LAC ,22.10,M. Jones WR - CIN ,0.00,T. Austin WR - STL ,6.40,M. Evans WR - TB ,22.40,R. Gould K - CHI ,0.00,78.34,Peter,32.40
johnny,1,P. Rivers QB - LAC ,25.44,J. Stewart RB - CAR ,12.50,T. Gurley RB - STL ,28.30,B. Cooks WR - NO ,8.10,A. Robinson WR - JAC ,15.80,R. Gronkowski TE - NE ,16.80,M. Colston WR - NO ,2.00,M. Prater K - DET ,7.00,Texans DEF ,2.00,F. Jackson RB - SEA ,3.50,Z. Ertz TE - PHI ,6.30,E. Lacy RB - GB ,0.00,B. Bortles QB - JAC ,12.98,M. Crosby K - GB ,0.00,Broncos DEF ,0.00,117.94,Raed,117.52
christian,4,N. Foles QB - STL ,6.32,D. Martin RB - TB ,17.10,D. Freeman RB - ATL ,13.00,J. Jones WR - ATL ,15.20,A. Hurns WR - JAC ,11.30,A. Gates TE - LAC ,0.00,F. Gore RB - IND ,7.50,D. Carpenter K - BUF ,11.00,Cardinals DEF ,8.00,B. LaFell WR - NE ,2.50,D. Thomas WR - DEN ,0.00,P. Manning QB - DEN ,0.00,J. Witten TE - DAL ,7.30,M. Sanu WR - CIN ,0.00,T. Williams WR - DAL ,7.00,89.42,Kevin,48.80
michael,7,T. Brady QB - NE ,29.70,D. Williams RB - PIT ,1.70,A. Ellington RB - ARI ,4.90,K. Britt WR - STL ,4.10,D. Moncrief WR - IND ,9.40,B. Watson TE - NO ,5.90,L. Miller RB - MIA ,35.60,C. Catanzaro K - ARI ,8.00,Packers DEF ,0.00,J. Charles RB - KC ,0.00,M. Bennett TE - CHI ,0.00,S. Bradford QB - PHI ,6.80,A. Jeffery WR - CHI ,0.00,S. Watkins WR - BUF ,0.00,S. Janikowski K - LV ,13.00,99.30,Peter,125.20
Kevin,8,E. Manning QB - NYG ,6.40,A. Abdullah RB - DET ,4.30,M. Gordon RB - LAC ,2.90,O. Beckham WR - NYG ,3.50,J. Brown WR - ARI ,12.50,J. Cameron TE - MIA ,2.30,K. Allen WR - LAC ,8.90,M. Bryant K - ATL ,4.00,Patriots DEF ,4.00,T. Taylor QB - BUF ,0.00,T. Eifert TE - CIN ,0.00,D. Adams WR - GB ,0.00,J. Hill RB - CIN ,0.00,W. Snead WR - NO ,2.50,D. Cobb RB - TEN ,0.00,48.80,christian,89.42
Raed,11,A. Luck QB - IND ,24.02,L. Murray RB - LV ,14.60,C. West RB - KC ,18.90,M. Crabtree WR - LV ,12.30,R. Matthews WR - MIA ,13.50,T. Kelce TE - KC ,7.30,R. Jennings RB - NYG ,1.90,S. Gostkowski K - NE ,12.00,Seahawks DEF ,13.00,S. Johnson WR - LAC ,5.00,B. Hoyer QB - HOU ,20.92,J. Starks RB - GB ,0.00,D. Bryant WR - DAL ,0.00,J. Jones WR - GB ,0.00,C. Michael RB - SEA ,2.00,117.52,johnny,117.94
