Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,11,R. Tannehill QB - MIA ,13.96,J. Langford RB - CHI ,8.30,D. Johnson RB - ARI ,18.70,T. Hilton WR - IND ,6.40,J. Landry WR - MIA ,11.10,J. Reed TE - WAS ,24.90,J. Allen RB - BAL ,17.20,C. Santos K - KC ,5.00,Panthers DEF ,5.00,J. Starks RB - GB ,-0.90,E. Sanders WR - DEN ,12.70,G. Tate WR - DET ,5.90,S. Chandler TE - NE ,0.00,C. Palmer QB - ARI ,16.60,T. Benjamin WR - CLE ,2.00,110.56,Peter,65.14
david,3,C. Newton QB - CAR ,14.28,M. Forte RB - CHI ,7.70,G. Bernard RB - CIN ,4.30,A. Green WR - CIN ,11.70,D. Hopkins WR - HOU ,17.70,G. Olsen TE - CAR ,4.00,A. Boldin WR - SF ,2.70,G. Gano K - CAR ,7.00,Bills DEF ,11.00,D. Amendola WR - NE ,0.00,R. Mathews RB - PHI ,7.80,D. Brees QB - NO ,30.18,M. Floyd WR - LAC ,4.20,C. Sims RB - TB ,17.70,Falcons DEF ,8.00,80.38,christian,92.10
Ryan,2,B. Roethlisberger QB - PIT ,4.50,T. Hightower RB - NO ,28.90,C. Ivory RB - NYJ ,4.20,C. Johnson WR - DET ,13.70,J. Brown WR - ARI ,8.50,J. Thomas TE - JAC ,1.20,T. Lockett WR - SEA ,3.30,C. Catanzaro K - ARI ,8.00,Chiefs DEF ,6.00,B. Powell RB - NYJ ,9.00,D. Walker TE - TEN ,5.90,C. Anderson RB - DEN ,12.10,A. Blue RB - HOU ,5.00,A. Abdullah RB - DET ,4.80,S. Diggs WR - MIN ,1.90,78.30,johnny,135.82
alex,4,M. Stafford QB - DET ,21.14,L. McCoy RB - BUF ,0.00,A. Andrews RB - TEN ,-1.90,J. Maclin WR - KC ,10.90,A. Brown WR - PIT ,6.10,G. Barnidge TE - CLE ,4.70,M. Floyd WR - ARI ,11.10,J. Tucker K - BAL ,10.00,Bengals DEF ,6.00,T. Taylor QB - BUF ,11.86,V. Jackson WR - TB ,0.00,F. Jackson RB - SEA ,5.40,S. Ware RB - KC ,1.50,K. Williams RB - BUF ,13.70,Eagles DEF ,1.00,68.04,Alessandro,104.84
Alessandro,6,R. Fitzpatrick QB - NYJ ,23.14,D. Robinson RB - JAC ,7.00,J. White RB - NE ,9.20,E. Decker WR - NYJ ,10.70,B. Marshall WR - NYJ ,23.50,R. Rodgers TE - GB ,0.20,M. Evans WR - TB ,6.10,B. Walsh K - MIN ,23.00,Steelers DEF ,2.00,D. Woodhead RB - LAC ,10.80,J. Cutler QB - CHI ,12.34,T. Ginn WR - CAR ,0.90,A. Morris RB - WAS ,4.90,M. Wheaton WR - PIT ,4.10,M. Jones RB - WAS ,0.00,104.84,alex,68.04
johnny,1,B. Bortles QB - JAC ,29.22,E. Lacy RB - GB ,14.80,T. Gurley RB - STL ,15.00,B. Cooks WR - NO ,19.30,A. Robinson WR - JAC ,21.10,R. Gronkowski TE - NE ,8.60,D. Baldwin WR - SEA ,17.80,C. Boswell K - PIT ,5.00,Broncos DEF ,5.00,J. Stewart RB - CAR ,0.00,M. Colston WR - NO ,0.00,P. Rivers QB - LAC ,15.08,R. Randle WR - NYG ,14.00,Z. Ertz TE - PHI ,10.20,Texans DEF ,22.00,135.82,Ryan,78.30
christian,5,P. Manning QB - DEN ,0.00,D. Martin RB - TB ,7.50,D. Freeman RB - ATL ,15.00,B. LaFell WR - NE ,2.80,D. Thomas WR - DEN ,5.90,J. Witten TE - DAL ,1.20,A. Hurns WR - JAC ,22.70,D. Carpenter K - BUF ,4.00,Cardinals DEF ,33.00,J. Jones WR - ATL ,23.80,A. Gates TE - LAC ,1.10,F. Gore RB - IND ,21.50,N. Foles QB - STL ,0.00,M. Sanu WR - CIN ,9.90,T. Williams WR - DAL ,6.20,92.10,david,80.38
michael,8,T. Brady QB - NE ,11.14,D. Williams RB - PIT ,25.30,L. Miller RB - MIA ,12.70,K. Britt WR - STL ,10.90,A. Jeffery WR - CHI ,0.00,M. Bennett TE - CHI ,0.00,S. Watkins WR - BUF ,8.40,R. Gould K - CHI ,16.00,Packers DEF ,6.00,J. Charles RB - KC ,0.00,S. Bradford QB - PHI ,17.60,B. Watson TE - NO ,0.50,A. Ellington RB - ARI ,4.50,D. Moncrief WR - IND ,1.50,S. Janikowski K - LV ,9.00,90.44,Raed,84.56
Kevin,9,E. Manning QB - NYG ,7.36,R. Hillman RB - DEN ,7.20,J. Hill RB - CIN ,6.10,D. Adams WR - GB ,4.20,W. Snead WR - NO ,7.50,W. Tye TE - NYG ,2.80,C. Artis-Payne RB - CAR ,5.60,M. Nugent K - CIN ,7.00,Patriots DEF ,9.00,A. Dalton QB - CIN ,0.00,S. Draughn RB - SF ,0.00,C. Michael RB - SEA ,2.00,T. Eifert TE - CIN ,0.00,O. Beckham WR - NYG ,0.00,D. Funchess WR - CAR ,0.00,56.76,Greg,60.40
Raed,7,D. Carr QB - LV ,15.16,D. McFadden RB - DAL ,9.80,C. West RB - KC ,6.10,M. Crabtree WR - LV ,9.90,K. Aiken WR - BAL ,6.60,T. Kelce TE - KC ,10.30,L. Murray RB - LV ,17.70,S. Gostkowski K - NE ,8.00,Seahawks DEF ,1.00,D. Bryant WR - DAL ,0.00,V. Davis TE - DEN ,0.00,W. Welker WR - STL ,0.30,J. Jones WR - GB ,6.60,R. Matthews WR - MIA ,0.00,A. Luck QB - IND ,0.00,84.56,michael,90.44
