Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,11,C. Palmer QB - ARI ,17.44,C. Johnson RB - ARI ,1.70,J. Langford RB - CHI ,11.30,T. Hilton WR - IND ,21.50,J. Landry WR - MIA ,22.90,J. Reed TE - WAS ,9.80,T. Benjamin WR - CLE ,16.00,J. Brown K - NYG ,2.00,Panthers DEF ,21.00,J. Starks RB - GB ,8.00,E. Sanders WR - DEN ,11.30,G. Tate WR - DET ,11.00,R. Tannehill QB - MIA ,22.04,J. Allen RB - BAL ,14.40,C. Santos K - KC ,12.00,123.64,david,84.82
david,4,C. Newton QB - CAR ,17.82,M. Forte RB - CHI ,5.30,G. Bernard RB - CIN ,6.70,A. Green WR - CIN ,18.10,D. Hopkins WR - HOU ,3.60,G. Olsen TE - CAR ,7.00,A. Boldin WR - SF ,9.30,G. Gano K - CAR ,17.00,Bills DEF ,0.00,D. Amendola WR - NE ,0.00,R. Mathews RB - PHI ,0.00,D. Brees QB - NO ,7.12,M. Floyd WR - LAC ,1.20,C. Sims RB - TB ,3.90,Falcons DEF ,3.00,84.82,Peter,123.64
Ryan,2,B. Roethlisberger QB - PIT ,24.04,C. Ivory RB - NYJ ,16.20,T. Rawls RB - SEA ,14.10,C. Johnson WR - DET ,27.30,J. Brown WR - ARI ,9.90,D. Walker TE - TEN ,9.10,S. Ware RB - KC ,17.50,C. Catanzaro K - ARI ,7.00,Chiefs DEF ,5.00,S. Johnson WR - LAC ,15.20,M. Lynch RB - SEA ,0.00,C. Anderson RB - DEN ,27.30,J. Winston QB - TB ,14.50,S. Diggs WR - MIN ,3.10,B. McManus K - DEN ,6.00,130.14,Greg,90.02
alex,3,M. Stafford QB - DET ,34.78,L. McCoy RB - BUF ,14.10,A. Andrews RB - TEN ,4.60,A. Brown WR - PIT ,5.10,M. Floyd WR - ARI ,1.40,G. Barnidge TE - CLE ,9.10,V. Jackson WR - TB ,7.60,J. Tucker K - BAL ,9.00,Bengals DEF ,17.00,J. Maclin WR - KC ,22.00,T. Taylor QB - BUF ,26.24,B. Osweiler QB - DEN ,13.20,C. Hyde RB - SF ,0.00,K. Williams RB - BUF ,0.50,Eagles DEF ,-2.00,102.68,Peter,67.78
Alessandro,6,J. Cutler QB - CHI ,12.90,M. Ingram RB - NO ,9.70,A. Blue RB - HOU ,14.10,E. Decker WR - NYJ ,12.20,B. Marshall WR - NYJ ,25.10,R. Rodgers TE - GB ,3.00,M. Evans WR - TB ,6.40,B. Walsh K - MIN ,8.00,Steelers DEF ,-2.00,M. Ryan QB - ATL ,9.10,D. Woodhead RB - LAC ,4.70,C. Clay TE - BUF ,3.10,S. Vereen RB - NYG ,3.60,A. Morris RB - WAS ,9.00,T. Austin WR - STL ,15.60,89.40,Raed,77.90
johnny,1,B. Bortles QB - JAC ,22.46,J. Stewart RB - CAR ,7.70,T. Gurley RB - STL ,3.00,B. Cooks WR - NO ,3.50,A. Robinson WR - JAC ,11.60,R. Gronkowski TE - NE ,14.80,E. Lacy RB - GB ,17.90,M. Crosby K - GB ,9.00,Texans DEF ,11.00,M. Colston WR - NO ,3.80,P. Rivers QB - LAC ,28.90,D. Baldwin WR - SEA ,32.50,R. Randle WR - NYG ,9.60,Z. Ertz TE - PHI ,0.00,Broncos DEF ,5.00,100.96,Kevin,88.22
christian,5,P. Manning QB - DEN ,0.00,D. Martin RB - TB ,9.80,D. Freeman RB - ATL ,0.00,B. LaFell WR - NE ,3.60,D. Thomas WR - DEN ,3.60,J. Witten TE - DAL ,3.60,A. Hurns WR - JAC ,4.20,D. Carpenter K - BUF ,4.00,Cardinals DEF ,10.00,J. Jones WR - ATL ,5.60,A. Gates TE - LAC ,17.30,F. Gore RB - IND ,3.70,N. Foles QB - STL ,3.32,M. Sanu WR - CIN ,0.80,T. Williams WR - DAL ,3.90,38.80,michael,79.20
michael,8,T. Brady QB - NE ,23.20,L. Miller RB - MIA ,1.30,A. Ellington RB - ARI ,4.60,K. Britt WR - STL ,6.30,A. Jeffery WR - CHI ,9.00,M. Bennett TE - CHI ,0.00,S. Watkins WR - BUF ,27.80,R. Gould K - CHI ,5.00,Packers DEF ,2.00,J. Charles RB - KC ,0.00,S. Bradford QB - PHI ,0.00,D. Williams RB - PIT ,17.70,B. Watson TE - NO ,5.30,D. Moncrief WR - IND ,11.40,S. Janikowski K - LV ,6.00,79.20,christian,38.80
Kevin,9,A. Dalton QB - CIN ,19.72,R. Hillman RB - DEN ,11.90,J. Hill RB - CIN ,10.00,D. Adams WR - GB ,1.40,O. Beckham WR - NYG ,20.20,T. Eifert TE - CIN ,10.00,W. Snead WR - NO ,5.00,C. Barth K - TB ,6.00,Patriots DEF ,4.00,S. Draughn RB - SF ,8.60,E. Manning QB - NYG ,14.84,M. Jones WR - CIN ,5.50,D. Cobb RB - TEN ,0.80,D. Funchess WR - CAR ,1.90,M. Gordon RB - LAC ,8.00,88.22,johnny,100.96
Raed,7,D. Carr QB - LV ,23.70,D. McFadden RB - DAL ,7.60,L. Murray RB - LV ,8.20,M. Crabtree WR - LV ,7.90,D. Bryant WR - DAL ,2.60,T. Kelce TE - KC ,12.90,J. Jones WR - GB ,0.00,S. Gostkowski K - NE ,6.00,Seahawks DEF ,9.00,V. Davis TE - DEN ,1.00,W. Welker WR - STL ,1.20,K. Aiken WR - BAL ,14.00,R. Matthews WR - MIA ,0.00,A. Luck QB - IND ,0.00,C. West RB - KC ,0.00,77.90,Alessandro,89.40
