Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,11,R. Tannehill QB - MIA ,16.48,J. Starks RB - GB ,9.60,J. Langford RB - CHI ,30.20,G. Tate WR - DET ,6.30,J. Landry WR - MIA ,11.80,J. Reed TE - WAS ,14.90,J. Forsett RB - BAL ,6.40,J. Brown K - NYG ,16.00,Panthers DEF ,9.00,C. Johnson RB - ARI ,5.80,E. Sanders WR - DEN ,0.00,C. Palmer QB - ARI ,20.32,T. Benjamin WR - CLE ,10.60,L. Green TE - LAC ,0.00,T. Hilton WR - IND ,0.00,120.68,Peter,76.72
david,4,C. Newton QB - CAR ,20.98,R. Mathews RB - PHI ,10.00,G. Bernard RB - CIN ,7.90,A. Green WR - CIN ,4.70,D. Hopkins WR - HOU ,11.70,G. Olsen TE - CAR ,8.00,D. Amendola WR - NE ,7.90,G. Gano K - CAR ,9.00,Bills DEF ,16.00,M. Forte RB - CHI ,0.00,D. Brees QB - NO ,12.36,A. Boldin WR - SF ,0.00,M. Floyd WR - LAC ,0.00,A. Vinatieri K - IND ,0.00,Falcons DEF ,0.00,96.18,Kevin,63.94
Ryan,5,A. Dalton QB - CIN ,8.98,M. Lynch RB - SEA ,11.00,C. Ivory RB - NYJ ,11.50,J. Edelman WR - NE ,5.30,C. Johnson WR - DET ,8.10,D. Walker TE - TEN ,5.20,S. Diggs WR - MIN ,5.60,B. McManus K - DEN ,1.00,Bengals DEF ,9.00,S. Johnson WR - LAC ,0.00,T. Romo QB - DAL ,0.00,B. Roethlisberger QB - PIT ,26.96,C. Anderson RB - DEN ,0.90,D. Johnson RB - CLE ,2.80,T. Rawls RB - SEA ,1.90,65.68,michael,62.56
alex,1,R. Fitzpatrick QB - NYJ ,14.72,L. McCoy RB - BUF ,15.90,A. Andrews RB - TEN ,0.80,J. Maclin WR - KC ,1.70,A. Brown WR - PIT ,27.90,G. Barnidge TE - CLE ,12.50,K. Williams RB - BUF ,11.00,J. Tucker K - BAL ,2.00,Eagles DEF ,7.00,M. Stafford QB - DET ,15.78,V. Jackson WR - TB ,0.00,M. Floyd WR - ARI ,23.30,R. Woods WR - BUF ,1.90,C. Hyde RB - SF ,0.00,N. Folk K - NYJ ,0.00,93.52,christian,49.80
Alessandro,8,J. Flacco QB - BAL ,20.34,M. Ingram RB - NO ,9.80,A. Blue RB - HOU ,3.10,E. Decker WR - NYJ ,14.50,B. Marshall WR - NYJ ,8.30,C. Clay TE - BUF ,5.20,M. Evans WR - TB ,12.60,B. Walsh K - MIN ,12.00,Steelers DEF ,16.00,M. Ryan QB - ATL ,0.00,D. Woodhead RB - LAC ,0.00,J. Thomas TE - JAC ,2.30,S. Vereen RB - NYG ,2.60,T. Austin WR - STL ,2.30,Dolphins DEF ,7.00,101.84,johnny,104.52
johnny,2,B. Bortles QB - JAC ,16.02,J. Stewart RB - CAR ,15.10,T. Gurley RB - STL ,14.90,B. Cooks WR - NO ,22.90,A. Robinson WR - JAC ,11.10,R. Gronkowski TE - NE ,17.30,M. Colston WR - NO ,2.20,M. Crosby K - GB ,4.00,Broncos DEF ,1.00,P. Rivers QB - LAC ,0.00,R. Randle WR - NYG ,5.10,Z. Ertz TE - PHI ,6.80,E. Lacy RB - GB ,0.00,M. Prater K - DET ,8.00,Texans DEF ,15.00,104.52,Alessandro,101.84
christian,3,P. Manning QB - DEN ,-6.60,D. Martin RB - TB ,10.30,D. Freeman RB - ATL ,0.00,B. LaFell WR - NE ,6.60,D. Thomas WR - DEN ,7.10,J. Witten TE - DAL ,4.20,A. Hurns WR - JAC ,12.20,D. Carpenter K - BUF ,10.00,Cardinals DEF ,6.00,J. Jones WR - ATL ,0.00,A. Gates TE - LAC ,0.00,F. Gore RB - IND ,0.00,N. Foles QB - STL ,6.00,M. Sanu WR - CIN ,0.50,T. Williams WR - DAL ,3.30,49.80,alex,93.52
michael,7,T. Brady QB - NE ,18.26,D. Williams RB - PIT ,6.90,L. Miller RB - MIA ,15.30,K. Britt WR - STL ,0.60,A. Jeffery WR - CHI ,2.30,M. Bennett TE - CHI ,1.80,S. Watkins WR - BUF ,1.40,R. Gould K - CHI ,13.00,Packers DEF ,3.00,J. Charles RB - KC ,0.00,S. Bradford QB - PHI ,13.44,B. Watson TE - NO ,1.90,A. Ellington RB - ARI ,14.80,D. Moncrief WR - IND ,0.00,S. Janikowski K - LV ,2.00,62.56,Ryan,65.68
Kevin,10,E. Manning QB - NYG ,21.44,T. Riddick RB - DET ,2.60,J. Hill RB - CIN ,2.00,O. Beckham WR - NYG ,16.40,W. Snead WR - NO ,0.00,T. Eifert TE - CIN ,2.60,D. Adams WR - GB ,7.90,C. Barth K - TB ,6.00,Patriots DEF ,5.00,T. Taylor QB - BUF ,11.52,M. Jones WR - CIN ,3.60,R. Hillman RB - DEN ,11.10,J. Brown WR - ARI ,0.00,D. Cobb RB - TEN ,0.00,M. Gordon RB - LAC ,0.00,63.94,david,96.18
Raed,6,D. Carr QB - LV ,17.28,D. McFadden RB - DAL ,5.80,C. West RB - KC ,28.10,M. Crabtree WR - LV ,5.50,D. Bryant WR - DAL ,4.50,T. Kelce TE - KC ,3.60,L. Murray RB - LV ,7.70,S. Gostkowski K - NE ,11.00,Seahawks DEF ,11.00,R. Jennings RB - NYG ,5.10,V. Davis TE - DEN ,1.90,J. Jones WR - GB ,0.00,K. Aiken WR - BAL ,7.30,R. Matthews WR - MIA ,9.70,A. Luck QB - IND ,0.00,94.48,Greg,71.00
