Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,11,R. Tannehill QB - MIA ,11.56,R. Hillman RB - DEN ,0.10,J. Langford RB - CHI ,22.20,T. Ginn WR - CAR ,2.00,T. Benjamin WR - CLE ,2.20,L. Green TE - LAC ,0.00,J. Landry WR - MIA ,9.06,B. McManus K - DEN ,6.00,Panthers DEF ,8.00,C. Johnson RB - ARI ,0.00,J. Forsett RB - BAL ,0.00,G. Tate WR - DET ,0.00,M. Lynch RB - SEA ,0.00,C. Palmer QB - ARI ,0.00,T. Hilton WR - IND ,8.20,61.12,Raed,88.94
david,4,D. Brees QB - NO ,31.38,G. Bernard RB - CIN ,8.60,B. Sankey RB - TEN ,0.00,D. Amendola WR - NE ,3.20,M. Floyd WR - LAC ,0.00,G. Olsen TE - CAR ,12.60,A. Green WR - CIN ,5.30,A. Vinatieri K - IND ,11.00,Falcons DEF ,5.00,M. Forte RB - CHI ,0.00,R. Mathews RB - PHI ,12.70,C. Newton QB - CAR ,33.58,A. Boldin WR - SF ,0.00,D. Hopkins WR - HOU ,0.00,Bills DEF ,7.00,77.08,christian,82.24
Ryan,5,B. Roethlisberger QB - PIT ,21.36,D. Lewis RB - NE ,5.30,C. Ivory RB - NYJ ,16.80,J. Edelman WR - NE ,9.50,S. Diggs WR - MIN ,4.20,J. Reed TE - WAS ,7.80,E. Sanders WR - DEN ,15.00,J. Brown K - NYG ,16.00,Bengals DEF ,7.00,S. Johnson WR - LAC ,6.80,A. Dalton QB - CIN ,21.86,C. Johnson WR - DET ,0.00,D. Walker TE - TEN ,23.50,C. Anderson RB - DEN ,3.80,D. Johnson RB - CLE ,9.80,102.96,johnny,77.80
alex,3,R. Fitzpatrick QB - NYJ ,18.88,L. McCoy RB - BUF ,17.90,A. Andrews RB - TEN ,11.10,A. Brown WR - PIT ,30.60,R. Woods WR - BUF ,0.00,G. Barnidge TE - CLE ,3.50,K. Williams RB - BUF ,23.00,N. Folk K - NYJ ,0.00,Eagles DEF ,12.00,M. Stafford QB - DET ,0.00,J. Maclin WR - KC ,0.00,V. Jackson WR - TB ,0.00,M. Floyd WR - ARI ,0.00,C. Hyde RB - SF ,0.00,J. Tucker K - BAL ,0.00,116.98,Alessandro,90.72
Alessandro,9,M. Ryan QB - ATL ,16.32,D. Woodhead RB - LAC ,17.10,M. Ingram RB - NO ,9.60,E. Decker WR - NYJ ,13.90,B. Marshall WR - NYJ ,10.40,J. Thomas TE - JAC ,1.40,M. Evans WR - TB ,13.00,J. Lambo K - LAC ,7.00,Vikings DEF ,2.00,J. Flacco QB - BAL ,0.00,C. Clay TE - BUF ,0.60,T. Austin WR - STL ,8.10,A. Blue RB - HOU ,0.00,C. Santos K - KC ,0.00,Steelers DEF ,4.00,90.72,alex,116.98
johnny,2,P. Rivers QB - LAC ,15.20,J. Stewart RB - CAR ,6.80,T. Gurley RB - STL ,16.90,B. Cooks WR - NO ,13.10,A. Robinson WR - JAC ,12.10,R. Gronkowski TE - NE ,4.70,E. Lacy RB - GB ,-1.00,M. Crosby K - GB ,3.00,Broncos DEF ,7.00,M. Colston WR - NO ,3.70,R. Randle WR - NYG ,10.00,Z. Ertz TE - PHI ,4.40,B. Bortles QB - JAC ,20.44,M. Prater K - DET ,0.00,Texans DEF ,0.00,77.80,Ryan,102.96
christian,1,P. Manning QB - DEN ,15.24,D. Martin RB - TB ,2.30,D. Freeman RB - ATL ,13.90,D. Thomas WR - DEN ,5.00,J. Jones WR - ATL ,13.70,A. Gates TE - LAC ,6.90,A. Hurns WR - JAC ,18.20,D. Carpenter K - BUF ,7.00,Cardinals DEF ,0.00,B. LaFell WR - NE ,10.20,J. Witten TE - DAL ,4.30,F. Gore RB - IND ,16.20,N. Foles QB - STL ,6.92,M. Sanu WR - CIN ,11.00,T. Williams WR - DAL ,2.70,82.24,david,77.08
michael,7,T. Brady QB - NE ,17.86,D. Williams RB - PIT ,36.50,L. Miller RB - MIA ,26.10,A. Jeffery WR - CHI ,15.10,D. Moncrief WR - IND ,3.00,M. Bennett TE - CHI ,11.70,S. Watkins WR - BUF ,22.80,S. Janikowski K - LV ,5.00,Packers DEF ,-2.00,J. Charles RB - KC ,0.00,K. Britt WR - STL ,8.70,S. Bradford QB - PHI ,15.70,B. Watson TE - NO ,6.00,A. Ellington RB - ARI ,0.00,C. Catanzaro K - ARI ,0.00,136.06,Greg,100.94
Kevin,10,E. Manning QB - NYG ,12.42,J. Hill RB - CIN ,5.20,M. Gordon RB - LAC ,5.60,O. Beckham WR - NYG ,10.50,W. Snead WR - NO ,9.50,T. Eifert TE - CIN ,23.30,D. Adams WR - GB ,11.30,R. Gould K - CHI ,2.00,Patriots DEF ,9.00,T. Taylor QB - BUF ,15.64,N. Washington WR - HOU ,0.00,P. Thomas RB - WAS ,1.20,J. Brown WR - ARI ,0.00,A. Abdullah RB - DET ,0.00,D. Cobb RB - TEN ,0.00,88.82,Peter,116.66
Raed,6,D. Carr QB - LV ,26.34,D. McFadden RB - DAL ,12.20,L. Murray RB - LV ,7.50,M. Crabtree WR - LV ,22.80,J. Jones WR - GB ,5.70,V. Davis TE - DEN ,0.00,R. Matthews WR - MIA ,5.40,S. Gostkowski K - NE ,9.00,Seahawks DEF ,0.00,R. Jennings RB - NYG ,4.70,D. Bryant WR - DAL ,16.40,K. Aiken WR - BAL ,0.00,A. Luck QB - IND ,21.48,T. Kelce TE - KC ,0.00,C. West RB - KC ,0.00,88.94,Peter,61.12
